id,question
11534,"How tall is the rock wall at Baba Jaga, and what unique features does it have?"
11534,Is there any specific climbing equipment that I should bring for climbing at Baba Jaga?
11534,Could you provide information on the location and surroundings of the Baba Jaga rock wall within Krzemionki Zakrzowskie?
11534,"Is climbing at Baba Jaga suitable for beginners, or is it primarily for experienced climbers?"
11535,"What is the height of the climbing wall at Freney, and what type of climbing can be done there?"
11535,Can you tell me about the difficulty levels of the climbing routes established on Freney?
11535,What is the significance of Freney in terms of its climbing history and popularity among climbers?
11535,Are the climbing routes on Freney equipped with any fixed protection points for safety?
11535,"What is the location of Freney within the Zakrzówek area, and how does it compare to other climbing walls in terms of conditions?"
11536,"What activities can I enjoy at Sadystówka, and are there any specific climbing routes suitable for beginners?"
11536,Can you tell me about the history of climbing on Sadystówka and any notable climbers associated with it?
11536,"Is it possible to climb at Sadystówka during winter, and what conditions should I expect?"
11536,Are there any climbing walls near Sadystówka that I can explore after finishing my climb?
11536,How does the climbing difficulty at Sadystówka compare to other climbing spots in Kraków?
11552,What is the capacity of the Józef Piłsudski Cracovia Stadium in Kraków?
11552,Can you tell me about any notable events that have been held at this football stadium?
11552,What makes the architectural design of the Cracovia Stadium award-winning?
11552,Who is the stadium named after and what is their significance in Polish history?
11552,Where is the Stadion Cracovii located in relation to Błonia Park?
11559,What is the capacity of Henryk Reyman Municipal Stadium in Kraków?
11559,Can you tell me about the history of the stadium and any renovations that have taken place?
11559,"Is the stadium currently used for any specific football team, and if so, which one?"
11559,"What is the exact address of the stadium, including the street name?"
11559,Does the stadium have any special features that meet international standards for football venues?
11562,What events have been held at Tauron Arena Kraków in the past few years?
11562,Can you tell me the seating capacity of Tauron Arena during sporting events?
11562,What is the location of the arena in Kraków and how can I get there using public transport?
11562,Is there a way to contact the arena for event inquiries or other information?
11562,What kind of activities or events can I expect to find at Tauron Arena Kraków?
11583,Can you tell me more about the features of the Kraków-Kolna Canoe Slalom Course and what makes it an Olympic-standard facility?
11583,"What types of events or competitions are typically held at the canoe slalom course in Kraków, and when do they usually take place?"
11583,"Is there a specific area for flatwater canoeing at this site, and what other facilities does the Kolna Sports and Recreation Center offer?"
11583,"How can visitors access the whitewater course from central Kraków, and are there transport options available for reaching it?"
11583,"What amenities are provided at the course, such as whether there are facilities for changing or resting?"
11604,What types of rock climbing routes can I find at Skurwysyn and how difficult are they?
11604,Are there any facilities like a parking lot or restaurant available near Skurwysyn?
11604,Can you tell me about the geological features of the Skurwysyn rock and its surroundings?
11604,"Is it possible to go rock climbing at Skurwysyn without prior experience, or are there any requirements?"
11604,What is the overall climbing height at Skurwysyn and what unique features should climbers be aware of?
11605,What are some recommended climbing routes at Skurwysyn for beginners and experienced climbers?
11605,"Can I find any facilities nearby, such as a parking lot or a restaurant, while visiting Skurwysyn?"
11605,"How tall is the Skurwysyn rock, and what kind of climbing challenges can I expect there?"
11605,"Is there any specific equipment needed for climbing at Skurwysyn, considering the various difficulty levels of the routes?"
11605,Are there any special conditions or rules for climbing at Skurwysyn since it is on private property?
9598,What are the opening hours for Biedronka in Kraków during the week and on weekends?
9598,Is there an online store or website where I can browse Biedronka's products before visiting?
9598,Can you tell me if I need a reservation to shop at Biedronka?
9598,Is there any public transport nearby that can take me to Biedronka from the city center?
9598,Are there restrooms available inside the Biedronka store in Kraków?
1901,What type of cuisine does Trattoria Corrado specialize in?
1901,Is outdoor seating available at Trattoria Corrado?
1901,Can you tell me if Trattoria Corrado accepts reservations?
1901,Are there any facilities for guests with wheelchairs at Trattoria Corrado?
1901,What is the dining atmosphere like at Trattoria Corrado?
2913,What historical significance does the memorial for Władysław Gurgacz hold in Kraków?
2913,Can you provide details about the location of the Władysław Gurgacz memorial and how to get there?
2913,Is there any information about the life or achievements of Władysław Gurgacz that I can learn about when visiting the memorial?
2913,Are there any nearby attractions or activities I should consider exploring after visiting the memorial for Władysław Gurgacz?
2913,What are the best times of day to visit the Władysław Gurgacz memorial for a peaceful experience?
6582,What type of accommodation options are available at Art Hostel in Kraków?
6582,Can you tell me about the amenities offered at the Art Hostel?
6582,Is there any public transport nearby the Art Hostel for easy access to attractions?
6582,Are there any restaurants or cafes close to the Art Hostel where I can grab a meal?
6582,What is the estimated time I should plan for my stay at Art Hostel to fully enjoy the experience?
2504,What historical significance does the Daszyński Monument at Rakowicki Cemetery hold?
2504,Can you tell me about any notable figures buried in Rakowicki Cemetery?
2504,Is there any specific etiquette I should follow while visiting the grave sites at Rakowicki Cemetery?
2504,How can I reach the Daszyński Monument using public transportation in Kraków?
2504,Are there any special events or memorials held at Rakowicki Cemetery throughout the year?
7248,Can you tell me the significance of Brama nr 5 04 and why it might be worth visiting?
7248,What can I expect to see or do at Brama nr 5 04 during my visit?
7248,Is there any historical context or interesting stories associated with Brama nr 5 04?
7248,How can I get to Brama nr 5 04 using public transport while in Kraków?
7248,Are there any other attractions near Brama nr 5 04 that you recommend checking out?
7635,Can you tell me what the Kruszwicka 02 attraction is known for?
7635,Is there any historical significance related to Kruszwicka 02 that I should be aware of?
7635,What type of public transport options are available near Kruszwicka 02?
7635,"Are there any facilities nearby Kruszwicka 02, such as restrooms or parking?"
7635,What is the best way to get to Kruszwicka 02 from the city center?
6564,What can you tell me about the history of Krakow Town House?
6564,Are there any specific visiting hours I should be aware of for the Krakow Town House?
6564,Is the Krakow Town House easily accessible for individuals using wheelchairs?
6564,Can you recommend any nearby attractions or activities after visiting the Krakow Town House?
6564,Is there a way to contact the Krakow Town House for more information or bookings?
1547,What are the outdoor seating options available at Hello India restaurant?
1547,"Can you share the contact details, including the phone number and email, for Hello India?"
1547,Is it possible to find vegetarian dishes on the menu at Hello India?
1547,Are there any social media profiles for Hello India that I can follow for updates?
1547,What type of Indian cuisine does Hello India specialize in?
7309,What is the specific address for Os. Kościuszkowskie 02 in Kraków?
7309,Could you tell me the geographical coordinates for Os. Kościuszkowskie 02?
7309,Is there any public transport available near Os. Kościuszkowskie 02?
7309,Can you provide any historical context or significance related to Os. Kościuszkowskie 02?
7309,Are there any amenities or facilities offered at Os. Kościuszkowskie 02?
10,What are the opening hours for Trattoria Soprano during the week?
10,Can you provide the contact number for Trattoria Soprano if I want to make an inquiry?
10,Is there a website where I can find more information about Trattoria Soprano?
10,What type of cuisine is served at Trattoria Soprano in Kraków?
10,Where is Trattoria Soprano located in the city of Kraków?
1967,What are the opening hours for this fast-food restaurant during the week and on weekends?
1967,Is there free internet access available for customers at this location?
1967,Can I get my meal to go if I want to eat elsewhere?
1967,Does this restaurant offer any outdoor seating options?
1967,What type of cuisine is primarily served at this establishment?
8648,What unique experiences can I expect at Bieżanów Trafo 01?
8648,Are there any accessibility features available at Bieżanów Trafo 01?
8648,Can you tell me about the history or significance of the Bieżanów Trafo 01 site?
8648,Is there public transportation nearby that can take me to Bieżanów Trafo 01?
8648,"Are there any amenities available at Bieżanów Trafo 01, such as restrooms?"
3225,What is the historical significance of the Dragon with a kite in Kraków and how it relates to local legends?
3225,Can you tell me more about the artistic representation of Smok z latawcem and any notable features?
3225,Are there any nearby attractions or activities that I can enjoy after visiting the Dragon with a kite?
3225,Is there a specific time of day that is best for visiting this attraction to avoid crowds?
3225,Are there any local legends or stories associated with the Dragon that I should know about before my visit?
9466,What are the operating hours for Biedronka during the week?
9466,Can you provide the address of the Biedronka store located in Kraków?
9466,Is there wheelchair access available at the Biedronka store?
9466,Who can I contact for more information about Biedronka in Kraków?
9466,Is there a specific website I can visit to learn more about Biedronka's services?
5032,What leisure activities can I enjoy in the garden area of this attraction?
5032,Is there any information available regarding the historical significance of this site?
5032,Can you suggest the best time to visit this place for a more enjoyable experience?
5032,Are there any public transport options nearby to reach this attraction easily?
5032,"What are the facilities available for visitors, such as toilets or parking?"
11015,What are the must-see experiences at this attraction in Kraków?
11015,Can you suggest some nearby places of interest within walking distance from here?
11015,What transportation options are available to reach this attraction from the city center?
11015,Are there any unique events or exhibitions happening here during my visit?
11015,Is there a recommended best time to visit this attraction to avoid crowds?
668,What are the opening hours for visiting Zaraz Wracam Tu during the weekdays?
668,Is there any specific public transport recommendation to get to Zaraz Wracam Tu?
668,Can you tell me if the bar Zaraz Wracam Tu has any special features or amenities for guests with limited mobility?
668,What restrictions or guidelines should I be aware of if I want to bring my pet to Zaraz Wracam Tu?
668,Are there any nearby attractions or landmarks worth visiting after stopping by Zaraz Wracam Tu?
4887,Can you tell me about any gardens in Kraków that I can visit for leisure activities?
4887,Are there any public transport options available to reach the gardens in Kraków?
4887,What is the typical visiting time for gardens in Kraków?
4887,"Are there facilities for children, such as highchairs, in Kraków's gardens?"
4887,Is there wheelchair access in the garden areas of Kraków?
9163,What are some nearby public transport options to reach Kępna 01?
9163,Can you provide more details about the surrounding area or neighborhoods near Kępna 01?
9163,Are there any recommended activities or attractions within walking distance of Kępna 01?
9163,What is the best way to get to Kępna 01 from the main railway station in Kraków?
9163,How can I find additional information or resources about Kępna 01?
10481,What specialized services does the heart clinic in Kraków offer?
10481,Is the heart clinic accessible for individuals with mobility issues?
10481,Can you tell me about the location of the heart clinic in the city?
10481,Are there any recommendations for nearby accommodations if I need to visit the heart clinic?
10481,Is there any public transport available nearby to get to the heart clinic easily?
3882,What leisure activities are available for visitors at this attraction?
3882,Are there any public transport options nearby for getting to this location?
3882,What amenities can I expect to find at this point of interest?
3882,Is there a specific duration recommend for visiting this site?
3882,Are pets allowed in the garden area of this attraction?
4088,What leisure activities can I enjoy in the garden area of the attraction?
4088,Are there any facilities for visitors with disabilities at this site?
4088,Can you tell me about the visit duration typically recommended for this attraction?
4088,Is there any public transport nearby that can take me to this point of interest?
4088,What kind of amenities can I expect to find at the attraction?
7282,Can you provide information on how to get to Kościelniki 01 using public transport?
7282,What are the nearby points of interest that I can visit after Kościelniki 01?
7282,"Is there a specific time when Kościelniki 01 is less crowded, or do you have any tips for visiting it?"
7282,Are there any facilities like restrooms near Kościelniki 01 for visitors?
7282,Can you tell me about any historical significance associated with Kościelniki 01?
2020,What type of cuisine does Lary Sonki specialize in?
2020,Is there an option for outdoor seating at Lary Sonki?
2020,Can I make a reservation for a table at Lary Sonki in advance?
2020,What are the opening hours for Lary Sonki on weekdays?
2020,Do you know if Lary Sonki can accommodate visitors with wheelchairs?
10711,What type of facility does this attraction provide?
10711,Can you tell me if it's possible to visit this attraction with a wheelchair?
10711,Is there a specific brand associated with this location?
10711,Are there any amenities available for cash transactions at this location?
10711,Where is this attraction located in Kraków?
9710,What are the opening hours for the post office at UP Kraków 47 during the week and on Saturdays?
9710,Is there any public transport nearby that can take me to the post office?
9710,Can I bring my pet with me when I visit the post office at UP Kraków 47?
9710,Is there a chance of finding any facilities like toilets at the post office location?
9710,Could you provide me with directions to UP Kraków 47 from the main square in Kraków?
5837,What can you tell me about the leisure activities available at this attraction?
5837,Are there any specific features or highlights in the garden that visitors should look out for?
5837,Could you provide details on whether this location is accessible for individuals with mobility challenges?
5837,Is there any public transport nearby that can take me to this spot easily?
5837,How much time should I plan to spend exploring the garden at this attraction?
2450,What is the historical significance of the memorial located in Kraków?
2450,Are there any notable figures commemorated at this memorial in Kraków?
2450,Can you tell me more about the memorial's architectural style or design features?
2450,What are the best times to visit the memorial for a quieter experience?
2450,Is there any nearby public transport access to reach the memorial easily?
8966,Can you tell me how to get to Krowodrza Górka P+R 04 using public transport?
8966,Is there a place nearby to grab a quick meal after visiting Krowodrza Górka P+R 04?
8966,Are there any facilities for parking if I decide to drive to Krowodrza Górka P+R 04?
8966,What are the best times to visit Krowodrza Górka P+R 04 to avoid crowds?
8966,Is Krowodrza Górka P+R 04 accessible for individuals with mobility challenges?
8959,What is the significance of the Siewna Wiadukt 02 location in Kraków?
8959,Can you provide directions to reach Siewna Wiadukt 02 using public transportation?
8959,Are there any historical details or stories associated with Siewna Wiadukt 02?
8959,Is Siewna Wiadukt 02 accessible for individuals with mobility challenges?
8959,What are the nearby attractions or points of interest in the vicinity of Siewna Wiadukt 02?
224,What are the opening hours for Türk Döner Kebap during the week?
224,Is there a wheelchair accessible entrance at Türk Döner Kebap?
224,Can I enjoy an outdoor seating option at Türk Döner Kebap?
224,What type of cuisine is offered at Türk Döner Kebap?
224,Is there a takeaway service available at Türk Döner Kebap?
11637,What are some popular activities to do at the beach in Kraków?
11637,Are there any nearby parks or recreational areas to visit after spending time at the beach?
11637,Can you suggest some local restaurants or cafes that are close to the beach?
11637,What should I keep in mind regarding safety and local regulations while visiting the beach in Kraków?
11637,"Is the beach suitable for families and children, and are there any facilities available?"
372,What type of cuisine does U Pana Cogito offer?
372,Are there any outdoor seating options available at U Pana Cogito?
372,Can you tell me if U Pana Cogito accepts reservations for dining?
372,Is there any public transport nearby that can take me to U Pana Cogito?
372,Does U Pana Cogito accommodate visitors with wheelchairs?
6700,What amenities are available at Elegant Apartments for guests during their stay?
6700,Does Elegant Apartments offer any special features for families or larger groups?
6700,Can you tell me about the accessibility options at Elegant Apartments for guests with mobility challenges?
6700,Are there any nearby attractions or points of interest that we should consider visiting while staying at Elegant Apartments?
6700,Is there a way to connect to the internet at Elegant Apartments while traveling?
10732,What type of medical services can I find at the Niepubliczny Zakład Opieki Zdrowotnej Praktyka Lekarzy Rodzinnych?
10732,Can you provide me with the contact number for the Niepubliczny Zakład Opieki Zdrowotnej in Kraków?
10732,Is there a specific email address I can use to contact the clinic in Kraków for any inquiries?
10732,Are there any specific hours when the reception at the clinic is open?
10732,Is this clinic accessible for individuals with mobility challenges?
696,What are the hours of operation for Corner Pizza throughout the week?
696,"Can you tell me about the types of food available at Corner Pizza, specifically if they offer any pasta dishes?"
696,Is there wheelchair accessibility at Corner Pizza for guests who may need assistance?
696,"Does Corner Pizza allow dining outside, or is it strictly an indoor seating arrangement?"
696,Is takeout available at Corner Pizza for those who prefer to enjoy their meal elsewhere?
719,What are the opening hours for Boska Miska on weekends?
719,Is wheelchair accessibility available at Boska Miska?
719,Can you tell me if Boska Miska offers takeaway options?
719,Does Boska Miska have outdoor seating for patrons?
719,Are there any amenities available at Boska Miska for families with children?
1498,What are the opening hours for Halicka Eatery & Bar during the week?
1498,Does Halicka Eatery & Bar offer Polish cuisine on its menu?
1498,Is there outdoor seating available at Halicka Eatery & Bar?
1498,Can you tell me if there's a parking option near Halicka Eatery & Bar?
1498,"Are reservations needed to dine at Halicka Eatery & Bar, or is it first come first served?"
8612,What is the exact location of Merkuriusza Polskiego 02 in Kraków?
8612,Is there any public transport available near Merkuriusza Polskiego 02?
8612,How can I find more information about the attractions near Merkuriusza Polskiego 02?
8612,Are there any facilities for visitors with mobility challenges at Merkuriusza Polskiego 02?
8612,What types of activities can I realistically engage in around Merkuriusza Polskiego 02?
331,What type of fast food options can I expect at Bufet in Kraków?
331,Is there outdoor seating available at Bufet for diners?
331,Can you recommend any nearby public transportation options to get to Bufet?
331,"Does Bufet allow for takeaway orders, or is it dine-in only?"
331,Are there any particular specialties or signature dishes at Bufet that I should try?
6779,What are the amenities offered at Hyatt Place in Kraków?
6779,Is there any public transport nearby that can take me to popular attractions from Hyatt Place?
6779,Can you tell me if Hyatt Place has facilities for guests with disabilities?
6779,What dining options are available at or near Hyatt Place?
6779,How can I contact Hyatt Place if I have specific questions about my stay?
9416,What are the operating hours for Lewiatan in Kraków during regular weekdays?
9416,Is Lewiatan located near any major public transport routes in Kraków?
9416,Can I find information about local attractions or services at Lewiatan?
9416,Is wheelchair access available at Lewiatan in Kraków?
9416,What types of products or services does Lewiatan offer?
1330,What are the opening hours for Dozo Asia Food during the week and on weekends?
1330,Can you provide the contact number for Dozo Asia Food?
1330,Is there any option for takeaway meals at Dozo Asia Food?
1330,What type of cuisine does Dozo Asia Food specialize in?
1330,"Where can I find Dozo Asia Food in Kraków, specifically on Fabryczna street?"
7937,What are some nearby public transport options to reach Spadochroniarzy 01?
7937,Can you provide information on any historical significance related to Spadochroniarzy 01?
7937,Are there any amenities available at Spadochroniarzy 01 for visitors?
7937,Is there a specific time duration recommended for visiting Spadochroniarzy 01?
7937,Are pets permitted at the Spadochroniarzy 01 location?
7137,What is the address for Łobzów SKA 03 in Kraków?
7137,Can you tell me how to get to the closest public transportation stop from Łobzów SKA 03?
7137,Is there a webpage where I can find more details about Łobzów SKA 03?
7137,What are the operating hours for Łobzów SKA 03 during the week?
7137,Are there any facilities like toilets available at Łobzów SKA 03?
9499,What are the opening hours for Lewiatan in Kraków throughout the week?
9499,Can you share the website link for more information about Lewiatan in Kraków?
9499,Is there a public transport option nearby for getting to Lewiatan?
9499,Does Lewiatan have any amenities available for visitors like restrooms or outdoor seating?
9499,Are there any specific rules or policies regarding pets at Lewiatan?
7994,What public transport options are available to reach Szpital Narutowicza 03 in Kraków?
7994,Is there any specific visiting time recommended for Szpital Narutowicza 03?
7994,Can you provide information about activities or events happening at Szpital Narutowicza 03 during my visit?
7994,"Are there any amenities available at Szpital Narutowicza 03, such as restrooms or seating areas?"
7994,Is Szpital Narutowicza 03 suitable for visitors with mobility challenges?
9409,What are the opening hours for visiting Globi during the week?
9409,Can you tell me if I need to make a reservation to visit Globi?
9409,Is Globi accessible for individuals using wheelchairs?
9409,Are there any options for parking available near Globi?
9409,What can I expect to see or do at Globi during my visit?
1131,What are the opening hours for Tasty Beast Burger during the weekdays and weekends?
1131,Can you provide me with the website link for Tasty Beast Burger to check out their menu?
1131,Is Tasty Beast Burger located in the city center of Kraków?
1131,"Do I need to make a reservation to dine at Tasty Beast Burger, or can I walk in?"
1131,What type of cuisine does Tasty Beast Burger specialize in?
3288,What are the operating hours for Muzeum Kościuszkowskie during the week?
3288,Can you provide the address for Muzeum Kościuszkowskie in Kraków?
3288,What type of museum is Muzeum Kościuszkowskie and what can I expect to see there?
3288,Is there any information available about the historical significance of the exhibits at Muzeum Kościuszkowskie?
3288,Are there facilities like toilets available at Muzeum Kościuszkowskie?
5893,Can you tell me about the types of leisure activities available at this attraction?
5893,Is there a garden area where visitors can relax or spend time outdoors?
5893,What are the nearest public transport options to reach this attraction?
5893,Are there any special accessibility features for visitors with mobility challenges at this location?
5893,What is the average time visitors typically spend enjoying this site?
5199,What type of leisure activities can I enjoy at this garden in Kraków?
5199,Is there any specific transportation option that I should consider to reach this attraction?
5199,Are pets allowed to accompany visitors in this area?
5199,"What are some popular visiting times for this garden, considering its leisure options?"
5199,Can you provide information about available amenities or facilities at this garden?
5699,What leisure activities can I enjoy at the gardens in Kraków?
5699,Are there any facilities such as toilets available near the gardens?
5699,Can you tell me about the historical significance of the area where the gardens are located?
5699,Is there parking available nearby for visitors to the gardens?
5699,What is the best time of day to visit the gardens to avoid crowds?
3606,What is the best way to get to the leisure garden from the city center?
3606,Are there any facilities available for families with young children at the garden?
3606,"Can I enjoy a picnic in the garden area, or are there specific rules about food?"
3606,Is there public transportation nearby that can take me to the garden?
3606,What are some activities I can enjoy while visiting the garden?
7437,What can you tell me about the operating hours of Biprostal 02 during the week?
7437,Are there any public transport options available near Biprostal 02?
7437,Is there something unique about the location of Biprostal 02 that I should know about?
7437,Can you provide information on whether Biprostal 02 is accessible for wheelchair users?
7437,What is the best way to reach Biprostal 02 from the main city center in Kraków?
10773,Is there an ATM nearby that I can use while exploring Kraków?
10773,What type of facilities can I find for dealing with any emergencies during my visit?
10773,Are pets permitted in the area around the attractions in Kraków?
10773,Can you provide details on public transport options available in Kraków?
10773,Is there a designated space for highchairs or family-friendly amenities in the local attractions?
7184,What public transport options can I use to reach Podgórze SKA 06 in Kraków?
7184,Is there any nearby parking available if I decide to drive to Podgórze SKA 06?
7184,Can you provide me with information regarding the amenities available at Podgórze SKA 06?
7184,Are there specific visiting hours I should be aware of for Podgórze SKA 06?
7184,"Are pets allowed at Podgórze SKA 06, or are there any restrictions I should know about?"
11096,Can you provide details about the public transportation options available near this attraction?
11096,What are the typical visiting hours or schedules for this location?
11096,Is there any historical significance related to this attraction that I should know about?
11096,Are there any facilities like restrooms or parking available at or near this site?
11096,Could you share how I can find more detailed information about this attraction online?
6819,What public transport options are available nearby for reaching DH Wanda 01?
6819,Are there specific visiting hours for DH Wanda 01 that I should be aware of during my trip?
6819,Is there a way to access DH Wanda 01 for individuals with mobility challenges?
6819,Can you provide information about any parking facilities near DH Wanda 01?
6819,Does DH Wanda 01 have any amenities or facilities that visitors might find useful during their visit?
6427,What is the phone number I can use to contact Villa Zakamycze?
6427,Is there any information available about the history of Villa Zakamycze?
6427,Can you tell me if parking is available at Villa Zakamycze?
6427,Is there a website where I can find more information about Villa Zakamycze?
6427,Are there any facilities for guests with limited mobility at Villa Zakamycze?
10902,What are the operating hours of Millenium Bank during the week?
10902,Can you provide details on whether Millenium Bank allows pets inside?
10902,Is there any public transportation available near Millenium Bank?
10902,Are there any specific services offered by Millenium Bank for tourists?
10902,Is it possible to withdraw cash at Millenium Bank using international credit cards?
8952,What is the exact location of Kraków Zabłocie in the city?
8952,Is there any parking available near Kraków Zabłocie for visitors?
8952,Can you provide information about public transportation options to reach Kraków Zabłocie?
8952,What are the typical visiting hours for Kraków Zabłocie?
8952,"Are there accessible facilities, such as wheelchair access, at Kraków Zabłocie?"
4769,Can you tell me more about the gardens available at this attraction?
4769,What is the best time of day to visit the garden area for a relaxing experience?
4769,Are there any particular features or highlights I should look for in the garden?
4769,"Is this attraction suited for families with children, or are there activities for kids?"
4769,Are there any nearby public transport options that can take me to this location easily?
7933,Can you tell me more about the history or significance of Lubocza Trafo 02?
7933,What kind of attractions or activities can I expect to find near Lubocza Trafo 02?
7933,Is there any public transport stop close to Lubocza Trafo 02 that I can use to get there?
7933,"Are there any amenities available for visitors at Lubocza Trafo 02, like restrooms or food options?"
7933,What is the best way to access Lubocza Trafo 02 from popular tourist spots in Kraków?
942,What types of cuisine can I expect at the restaurant named Monkey Business in Kraków?
942,"Is it possible to reserve a table at Monkey Business, and if so, how can I do that?"
942,Does Monkey Business have outdoor seating available for dining?
942,Are there any specific dietary options available on the menu at Monkey Business?
942,Can I find any kid-friendly meals at Monkey Business for my family?
4970,What leisure activities can I enjoy at this garden attraction?
4970,Are there any specific features or highlights that make this garden unique?
4970,Could you provide details about the best times to visit the garden for optimal experience?
4970,"Is there any public transport available to reach this garden, or do I need to arrange for parking?"
4970,Are there any accessibility options available for visitors with mobility challenges at the garden?
3214,What type of memorial is dedicated to Józef Haller and what significance does it hold in Kraków?
3214,Can you tell me more about the historical context surrounding the memorial for Józef Haller?
3214,Are there any notable features or symbolism present at the Józef Haller memorial?
3214,How can I find the location of the Józef Haller memorial in the city?
3214,Are there any public events or ceremonies held at Józef Haller's memorial that I might be able to attend?
10078,What days and hours can I visit the post office in Kraków?
10078,Is there wheelchair access available at the post office on Kapelanka?
10078,Can you tell me whether pets are allowed in the post office?
10078,Is there any public transport available near the Agencja Urzędu Pocztowego?
10078,Are there any facilities for families with children at the post office?
8076,What facilities are available for public transport near the Bonarka 02 attraction?
8076,Is there a specific area for parking if I plan to visit Bonarka 02 by car?
8076,Can you tell me about the accessibility options for individuals with mobility challenges at Bonarka 02?
8076,Are there any specific visiting hours or time recommendations for exploring Bonarka 02?
8076,What is the best way to get to Bonarka 02 from the city center using public transport?
9386,What are the opening hours for visiting Topmarket during the week and on weekends?
9386,Is there a website where I can find more information about Topmarket in Kraków?
9386,Can you provide directions to Topmarket located on Orzechowa street?
9386,Is there any public transport available to reach Topmarket from the city center?
9386,Are there any facilities like toilets available at the Topmarket location?
8506,What public transport options are available to reach Wodociągowa 02 from the city center?
8506,Can you provide details about nearby places to eat or relax after visiting Wodociągowa 02?
8506,Is there any information on the historical significance of the area around Wodociągowa 02?
8506,What is the estimated amount of time one should spend at Wodociągowa 02 to fully explore it?
8506,Are there any restrictions or guidelines regarding pets in the vicinity of Wodociągowa 02?
4134,What leisure activities can I enjoy in the garden at this attraction?
4134,Could you tell me more about the features of the garden that make it a point of interest?
4134,Is there a particular time of year when the garden is especially beautiful to visit?
4134,"Are there any facilities available for visitors in the garden, such as seating or rest areas?"
4134,Can you recommend any nearby public transportation options to reach this garden attraction?
7126,What are the public transport options available to reach Nowy Kleparz 09 in Kraków?
7126,Are there any facilities for visitors with disabilities at Nowy Kleparz 09?
7126,Can you provide information about nearby parking options for those visiting Nowy Kleparz 09?
7126,Is there any outdoor seating available at Nowy Kleparz 09?
7126,"What is the surrounding neighborhood like around Nowy Kleparz 09, and what can I expect to find there?"
923,"What types of cuisine does Slay Space offer, and are there any specialty dishes I should try?"
923,Is there any outdoor seating available at Slay Space for enjoying meals outside?
923,Can I find vegetarian or vegan options on the menu at Slay Space?
923,What are the best coffee choices available at Slay Space for a morning visit?
923,Does Slay Space offer any takeout options if I want to grab food to go?
546,What are the opening hours for the Sphinx restaurant during the week?
546,"Is it possible to make a reservation at the Sphinx, or do they accept walk-ins?"
546,Does the Sphinx have outdoor seating available for diners?
546,Can you tell me if Sphinx offers any special cuisine or dishes that I should try?
546,Are there any public transport options nearby to get to the Sphinx restaurant?
550,What are the opening hours for the restaurant Prosta on weekends?
550,Is there outdoor seating available at Prosta?
550,Can you tell me more about the dining experience at Prosta?
550,Is it necessary to make a reservation at Prosta?
550,Where is Prosta located within Kraków?
1927,"What type of cuisine does Hankki offer, and do you have any signature dishes recommended for visitors?"
1927,"Is it possible to make a reservation at Hankki, especially during peak travel seasons?"
1927,Can you let me know if Hankki has outdoor seating available for guests?
1927,"Are there any special amenities at Hankki, such as highchairs for children or takeaway options?"
1927,"What are the operating hours for Hankki, particularly on weekends?"
4859,What are some notable features of the garden at this attraction in Kraków?
4859,Is there a recommended amount of time to explore the garden area of this attraction?
4859,Can you describe the atmosphere of the garden and how it complements the overall experience of visiting?
4859,Are there any unique plants or landscaping elements in the garden that visitors should look out for?
4859,What is the best way to reach the garden from central Kraków?
11005,What type of attractions are nearby that I can visit while I'm in Kraków?
11005,Are there any interesting historical facts or stories about Kraków that I should know before exploring the city?
11005,Can you provide information on any public transportation options available for getting around Kraków?
11005,What are some unique local experiences or activities I shouldn't miss while in Kraków?
11005,Is there any local cuisine or dining recommendations that I should try while visiting Kraków?
10951,What types of services does the Oddział Rehabilitacji Kardiologicznej provide for cardiac patients?
10951,Can you tell me about the general facilities available at the Oddział Rehabilitacji Kardiologicznej?
10951,Is there a specific schedule for visiting hours at the Oddział Rehabilitacji Kardiologicznej?
10951,Are there any specialized programs or treatments offered at the Oddział Rehabilitacji Kardiologicznej?
10951,How can I contact the Oddział Rehabilitacji Kardiologicznej for more information?
3267,What are the museum's hours of operation throughout the week?
3267,Is there a website where I can find more information about the Banksy Museum?
3267,Can you tell me if the museum has any facilities for wheelchair users?
3267,What type of attraction is the Banksy Museum categorized under?
3267,Is there parking available near the Banksy Museum for visitors?
9245,What time should I plan to visit the attraction to avoid large crowds?
9245,Are there any nearby public transport options I can use to reach the site?
9245,Is it possible to find taxi services at the attraction?
9245,"Can you tell me about any facilities available for visitors, such as restrooms or seating areas?"
9245,Is the attraction accessible for people with mobility challenges?
8659,What is the postal code for the area around Swoszowice SKA 03?
8659,Can you provide details about public transport options to reach Swoszowice SKA 03?
8659,Are there any facilities like restrooms nearby Swoszowice SKA 03?
8659,Is there any specific historical significance associated with Swoszowice SKA 03?
8659,How long should I plan to spend visiting Swoszowice SKA 03?
5547,What leisure activities can I enjoy at this attraction?
5547,Is there a specific type of garden I can visit in this area?
5547,Can you tell me if this place is suitable for both relaxation and recreation?
5547,Are there any public transport options nearby to access this garden?
5547,Does this attraction offer any unique features that make it stand out as a point of interest?
3578,What are some nearby attractions that I can visit after exploring this garden?
3578,Is there a specific time of day when the garden is less crowded for a more peaceful visit?
3578,Are there any special events or activities taking place at this garden during my stay in Kraków?
3578,"Can you provide information about amenities available for visitors, such as rest areas or picnic spots in the garden?"
3578,Are there any historical or cultural significance details related to the garden that I should know before my visit?
6064,What are some nearby gardens or outdoor spaces worth visiting in Kraków?
