phone,cemetery,emergency,opening_hours,website,pets_allowed,geometry,historic,wiki_summary_en,postal_code,toilets,natural,description,visiting_time,leisure,tourism,public_transport,brand,alt_name,amenity,reservation,attraction,highchair,parking,swimming_pool,contact_phone,community_centre,addr_street,contact_twitter,social_facility,contact_facebook,zoo,email,wheelchair,cuisine,contact_website,internet_access,opening_hours_reception,guest_house,addr_city,contact_instagram,image,location,outdoor_seating,museum,takeaway,smoking,name,id
,,,,,,"POLYGON ((19.982148 50.0884874, 19.9821605 50.0885001, 19.9821787 50.0885109, 19.9821914 50.0885211, 19.9822038 50.0885365, 19.9822103 50.088551, 19.9822141 50.0885672, 19.9822134 50.0885854, 19.982198 50.0886065, 19.9821739 50.0886294, 19.9821341 50.0886669, 19.9821002 50.0887005, 19.9820608 50.0887493, 19.9820374 50.0887847, 19.9820106 50.0888346, 19.9819492 50.0888252, 19.9819242 50.0888962, 19.9818966 50.0888935, 19.9818736 50.0889017, 19.9818644 50.0889483, 19.9818624 50.0889973, 19.9818607 50.0890448, 19.9818649 50.0890895, 19.9818649 50.0891006, 19.9818648 50.0891091, 19.9818704 50.0891483, 19.9818743 50.0891645, 19.981866 50.0892046, 19.9818386 50.0893293, 19.9818256 50.0893523, 19.9818021 50.0893728, 19.9817832 50.0893728, 19.9817586 50.0893749, 19.981722 50.0893869, 19.9816835 50.0893975, 19.9816547 50.0894014, 19.9816211 50.0894034, 19.9815918 50.0894002, 19.9812775 50.0893598, 19.9812811 50.0893488, 19.9812903 50.089339, 19.9813074 50.0893371, 19.9815135 50.0893645, 19.981549 50.0893657, 19.9815777 50.0893637, 19.9816052 50.0893583, 19.9816268 50.0893504, 19.9816517 50.0893343, 19.9816658 50.0893398, 19.9816902 50.0893379, 19.9817287 50.0893241, 19.9817666 50.0892959, 19.9817893 50.0892539, 19.9818015 50.0892002, 19.9817966 50.089157, 19.9817878 50.0891381, 19.9817315 50.0891311, 19.9817451 50.0890862, 19.9817501 50.0890696, 19.9818396 50.0887742, 19.9818871 50.0887533, 19.9819336 50.0887247, 19.9819696 50.0886898, 19.9819947 50.0886474, 19.9820018 50.0886353, 19.982027 50.0886156, 19.9820425 50.0885857, 19.9820442 50.0885502, 19.9820318 50.0885218, 19.9820168 50.0885032, 19.9820645 50.0884878, 19.9821287 50.0884791, 19.9821435 50.0884759, 19.982148 50.0884874))",no information,no information,,,no information,,,garden,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3681
,,,,,,"POLYGON ((19.9400024 50.057953, 19.9399081 50.0577248, 19.9398327 50.057725, 19.9398294 50.0577005, 19.9397919 50.0576999, 19.9396846 50.0576937, 19.9396428 50.057693, 19.9396428 50.0577037, 19.9396248 50.0577039, 19.9395884 50.0577019, 19.9395643 50.0576992, 19.9395592 50.0577159, 19.939536 50.0577293, 19.9395034 50.0578262, 19.9393975 50.0578232, 19.9392318 50.0578104, 19.9392358 50.0578405, 19.9392345 50.0579191, 19.9392324 50.0579357, 19.9392343 50.057944, 19.9392411 50.0579616, 19.9393519 50.0579586, 19.9393605 50.0579629, 19.939371 50.0579756, 19.9395174 50.0579844, 19.9395813 50.0579876, 19.9395876 50.0579299, 19.9396681 50.0579337, 19.9396895 50.0579479, 19.9398466 50.0579594, 19.9398478 50.0579496, 19.9399152 50.0579528, 19.9399154 50.0579491, 19.9400024 50.057953))",no information,no information,,,no information,,,garden,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3682
,,,,,,"POLYGON ((19.9357937 50.0584137, 19.9358541 50.0582773, 19.9358981 50.0582838, 19.9359997 50.0579772, 19.9351721 50.0579147, 19.9350147 50.0583532, 19.9351704 50.0583677, 19.9351747 50.0583528, 19.9351866 50.0583464, 19.9352766 50.0583558, 19.9352759 50.0583718, 19.9354912 50.0583872, 19.9354917 50.058384, 19.9355092 50.0583851, 19.9355083 50.0583896, 19.9356072 50.0584004, 19.9356093 50.0583933, 19.9357937 50.0584137))",no information,no information,,,no information,,,garden,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3683
+48 12 429 28 61,,,,,,"POLYGON ((19.9340569 50.0604307, 19.9339799 50.0603278, 19.9340809 50.0602952, 19.9340799 50.0602938, 19.9340863 50.0602918, 19.9340872 50.0602928, 19.9340891 50.0602922, 19.9340915 50.0602915, 19.9341167 50.0602836, 19.9341197 50.0602826, 19.9341364 50.0602774, 19.934143 50.0602753, 19.934129 50.0602567, 19.9341348 50.0602548, 19.9341384 50.0602536, 19.9342499 50.0602173, 19.9342484 50.0602152, 19.9342502 50.0602147, 19.9342663 50.0602099, 19.9342825 50.0602306, 19.9342963 50.0602264, 19.9343734 50.060332, 19.9340569 50.0604307))",church,"The Orthodox Church of the Exaltation of the Holy Cross  (Polish: Cerkiew Podwyższenia Krzyża Świętego), is a historic parish Greek Catholic orthodox church (tserkov) located at 11 Wiślna Street in the Old Town of Kraków, Poland.
In the years 1636 to 1803 and from 1949 to 1998 it was the St. Norbert's Church.",,,no information,,,no information,no information,,,,place_of_worship,,,,,,,,Wiślna,,,,,pawliszcze@wp.pl,,,,,,,Kraków,,"https://commons.wikimedia.org/wiki/File:Greek_Catholic_Church_of_St.Norbert,_11_Wislna_street,_Krakow,Poland.jpg",,,,,,Cerkiew pw. Podwyższenia Krzyża Świętego;Kościół św. Norberta;Szent Norbert templom,3684
,,,,,,"POLYGON ((19.9351028 50.0597048, 19.935096 50.0598038, 19.9350915 50.0598165, 19.9350846 50.0598277, 19.9350746 50.0598387, 19.9350653 50.0598454, 19.9350497 50.0598504, 19.9348855 50.0598678, 19.934871 50.0598671, 19.9348532 50.059862, 19.9348422 50.0598565, 19.9348301 50.0598477, 19.9348244 50.0598416, 19.9348408 50.0597173, 19.9348635 50.0597169, 19.9348769 50.0597111, 19.934885 50.0597036, 19.9348923 50.0596919, 19.9348927 50.0596827, 19.9348876 50.0596737, 19.9349025 50.0596693, 19.9349159 50.0596672, 19.9349331 50.0596669, 19.9350745 50.0596746, 19.9350865 50.0596785, 19.9350957 50.0596862, 19.935101 50.0596941, 19.9351028 50.0597048))",no information,no information,,,no information,,,park,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3685
,,,,https://zzm.krakow.pl/aktualnosci/463-projekt-parku-kieszonkowego-dzielnica-ix-lagiewniki-borek-falecki.html,,"POLYGON ((19.931247 50.0286303, 19.9312392 50.0286203, 19.9312354 50.0286104, 19.931237 50.0286, 19.9312453 50.0285905, 19.9314842 50.0284914, 19.9320348 50.028263, 19.9320645 50.0282528, 19.9321022 50.0282512, 19.9321319 50.0282593, 19.9321602 50.0282752, 19.9322705 50.0283756, 19.9322796 50.0283859, 19.932286 50.0283994, 19.9322904 50.0284151, 19.9322854 50.0284282, 19.932269 50.0284392, 19.932248 50.0284511, 19.9314225 50.0287813, 19.9314088 50.028786, 19.9313888 50.028787, 19.9313799 50.0287852, 19.9313685 50.0287804, 19.9313594 50.0287738, 19.9313481 50.0287595, 19.931247 50.0286303))",no information,no information,,,no information,,,park,no information,,,,no information,,,,,,,,Plac Łagiewnicki,,,,,,,,,,,,,,,,,,,,Park Kieszonkowy – Ogród Leśny,3686
,,,,,,"POLYGON ((19.9258454 50.0245439, 19.9259875 50.0244916, 19.9262364 50.0244746, 19.9262722 50.0241597, 19.9262956 50.0239531, 19.9263642 50.0239484, 19.9264003 50.0239022, 19.9262609 50.0234568, 19.9263936 50.0234542, 19.9265371 50.0234076, 19.9265952 50.0236141, 19.9265582 50.0239573, 19.9264449 50.0239429, 19.9264217 50.0240205, 19.9264397 50.0240928, 19.9264493 50.0241309, 19.9264959 50.0242425, 19.9265576 50.0243289, 19.926481 50.0245727, 19.9264682 50.024628, 19.9264383 50.02472, 19.9264252 50.0247722, 19.9262976 50.024899, 19.926175 50.0249181, 19.9259674 50.0249867, 19.9258606 50.0250324, 19.9257685 50.0251295, 19.9257338 50.0251773, 19.9255691 50.025136, 19.9254918 50.0251167, 19.9254775 50.0250938, 19.9254882 50.0250689, 19.9256633 50.0248277, 19.9257394 50.0247091, 19.9258454 50.0245439))",no information,no information,,,no information,,,park,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3687
,,,,,,"POLYGON ((19.9546138 50.045333, 19.9542841 50.0452099, 19.9542842 50.0451808, 19.9544133 50.0451954, 19.9545292 50.0452003, 19.95485 50.0452079, 19.95504 50.0452209, 19.9550383 50.0452262, 19.9548567 50.0452641, 19.954829 50.0452682, 19.9548314 50.0452535, 19.9547604 50.0452502, 19.9547577 50.0452683, 19.9547841 50.0452705, 19.9547194 50.0453123, 19.9546138 50.045333))",no information,no information,,,no information,,,park,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3688
,,,We-Su 10:00-17:00,https://muzeumkrakowa.pl/oddzialy/muzeum-podgorza,,"POLYGON ((19.960881 50.0426322, 19.9607909 50.0425921, 19.960788 50.0425869, 19.9608738 50.0425071, 19.960874 50.0425031, 19.9609245 50.0424567, 19.9609328 50.0424559, 19.9610169 50.0423772, 19.961025 50.0423762, 19.9611717 50.0424425, 19.9611735 50.0424474, 19.9609464 50.0426558, 19.960938 50.0426573, 19.9609126 50.042646, 19.960881 50.0426322))",no information,no information,,,no information,,,no information,museum,,,,no information,,,,,,,,,,,https://www.facebook.com/muzeumpodgorza/,,,,,,,,,,,,,,history,,,Muzeum Podgórza;Podgórze Museum;Podgórzei Múzeum,3689
+48126428700,,,Tu-Su 09:00-17:00,http://muzeumlotnictwa.pl/,,"POLYGON ((19.9894097 50.0771715, 19.9893109 50.0770682, 19.9892712 50.0770326, 19.9895548 50.076921, 19.9896035 50.0769019, 19.9896521 50.0768828, 19.989874 50.0767987, 19.9900183 50.076739, 19.9900903 50.0768137, 19.9902721 50.076729, 19.9902864 50.0767224, 19.990201 50.0766778, 19.9906502 50.0765182, 19.9908907 50.0764325, 19.9908655 50.076385, 19.9908559 50.0763604, 19.9908397 50.076325, 19.9908217 50.0762873, 19.9922844 50.0759569, 19.9934818 50.0756958, 19.9935903 50.0758875, 19.9936267 50.0759519, 19.9937193 50.0761294, 19.9937399 50.0762959, 19.9937426 50.076318, 19.9937932 50.0767388, 19.993794 50.0767454, 19.9937948 50.0767515, 19.9938167 50.0769338, 19.9938286 50.0770174, 19.9937958 50.0772471, 19.9937946 50.0772549, 19.993793 50.0772658, 19.9937844 50.0773262, 19.993766 50.0774648, 19.9936948 50.0779994, 19.9935974 50.0787195, 19.9935465 50.0790876, 19.9912373 50.0789627, 19.9899317 50.0819032, 19.9896477 50.0818495, 19.9891593 50.0819981, 19.9872994 50.081566, 19.9881542 50.0800061, 19.9881632 50.0798963, 19.9881022 50.0797973, 19.9880641 50.0797228, 19.9880176 50.0795916, 19.9880222 50.0795111, 19.9881583 50.0793549, 19.9882735 50.0792666, 19.988418 50.0791971, 19.9885625 50.0791593, 19.9893944 50.0793353, 19.9899142 50.0785837, 19.9899032 50.078574, 19.9898927 50.0785647, 19.9898314 50.0784866, 19.9898129 50.078463, 19.9897752 50.0783908, 19.9897466 50.0782947, 19.9897306 50.078171, 19.9897183 50.078015, 19.9896703 50.0778782, 19.9896295 50.0778278, 19.9895436 50.077757, 19.9894933 50.0777526, 19.9894769 50.0777506, 19.9885874 50.0774723, 19.9887615 50.0771894, 19.9889453 50.0769908, 19.9892504 50.0772283, 19.9894097 50.0771715))",no information,"The Polish Aviation Museum (Polish: Muzeum Lotnictwa Polskiego w Krakowie) is a large museum of historic aircraft and aircraft engines in Kraków, Poland. It is located at the site of the no-longer functional Kraków-Rakowice-Czyżyny Airport.  This airfield, established by Austria-Hungary in 1912, is one of the oldest in the world.  The museum opened in 1964, after the airfield closed in 1963. It was listed among the world's best aviation museums by CNN.
For the first half century of its existence the museum used four hangars of the former airfield to display its exhibits.  These buildings were not originally designed for this purpose and suffered from various inadequacies, notably insufficient heating in winter. The situation improved when a new main building for the museum opened on 18 September 2010.",,,no information,,,no information,museum,,,,no information,,,,,,,,Jana Pawła II,,,,,info@muzeumlotnictwa.pl,,,,,,,Kraków,,,,,aviation,,,Muzeum Lotnictwa Polskiego;Polish Aviation Museum;Museo Polaco de Aviación;Музей польської авіації;Polnisches Luftfahrtmuseum;Музей польской авиации;Lengyel Repülési Múzeum;Музей польскай авіяцыі;Museo dell'aviazione polacca;Musée de l'Aviation polonaise;Muzeum polského letectví v Krakově;波兰航空博物馆;Pools Luchtvaartmuseum;Muzeul Polonez de Aviație;Puolan ilmailumuseo;Muzeo de la Pola Aviado en Krakovo,3690
,,,,http://www.muzeumlotnictwa.pl/zbiory_sz.php?ido=70&w=p,,"POLYGON ((19.9895014 50.0793464, 19.9895098 50.0793484, 19.9895215 50.0793466, 19.9895078 50.0794027, 19.9895287 50.0793987, 19.9895691 50.0793392, 19.9895894 50.0793373, 19.9895972 50.0793421, 19.989609 50.0793404, 19.9896119 50.0793494, 19.9896649 50.0793425, 19.9896732 50.0793398, 19.9896685 50.0793303, 19.9896633 50.0793305, 19.9896615 50.0793266, 19.9896968 50.07932, 19.9897074 50.079343, 19.989688 50.0793482, 19.989683 50.0793505, 19.9896809 50.079354, 19.9896842 50.0793552, 19.9897055 50.0793546, 19.9896855 50.079444, 19.9896935 50.0794438, 19.9897119 50.0794398, 19.9897969 50.0792999, 19.9899197 50.0792758, 19.9899449 50.0792686, 19.989961 50.079262, 19.9899746 50.0792551, 19.9899767 50.0792498, 19.9899709 50.0792473, 19.9899543 50.079246, 19.9899352 50.0792466, 19.9899081 50.07925, 19.989786 50.0792754, 19.9895914 50.0791919, 19.9895728 50.0791955, 19.989566 50.0791983, 19.9896622 50.0792642, 19.9896441 50.0792715, 19.9896426 50.0792737, 19.9896475 50.0792758, 19.9896536 50.0792758, 19.9896741 50.079273, 19.9896859 50.0792957, 19.9896512 50.0793032, 19.9896492 50.0792994, 19.9896535 50.0792977, 19.9896489 50.0792882, 19.9896397 50.079289, 19.9895902 50.0793028, 19.9895958 50.0793113, 19.9895846 50.0793142, 19.9895825 50.079321, 19.9895642 50.0793269, 19.9894779 50.079293, 19.9894572 50.0792975, 19.9895185 50.0793384, 19.9895074 50.0793412, 19.9895014 50.0793464))",aircraft,no information,,,no information,,,no information,attraction,,,,no information,,,,,,,,,,,,,,,,,,,,,,File:Tu-134_PLL_LOT_w_Krakowie_Tu-134_LOT_Polish_Airlines_stored_in_Cracow.JPG,,,,,,Tupolew Tu-134A,3691
,,,24/7,,,"POLYGON ((19.9823519 50.0855431, 19.9823668 50.0856414, 19.9823957 50.0858124, 19.9824135 50.0859069, 19.9833629 50.0859161, 19.9863485 50.0862019, 19.9863797 50.0862039, 19.9864672 50.086204, 19.9878949 50.0863878, 19.989118 50.0865661, 19.9892381 50.0865836, 19.9894045 50.0849145, 19.9894159 50.0847763, 19.9894617 50.0842699, 19.9892378 50.0843204, 19.989156 50.0839779, 19.9892177 50.0839434, 19.9894323 50.0838926, 19.98943 50.0837303, 19.9892726 50.083656, 19.9892284 50.0828645, 19.98963 50.082584, 19.9899076 50.0819576, 19.9899317 50.0819032, 19.9900279 50.0816857, 19.9908801 50.0797607, 19.9912373 50.0789627, 19.9935465 50.0790876, 19.9935974 50.0787195, 19.9936948 50.0779994, 19.993766 50.0774648, 19.9937844 50.0773262, 19.993793 50.0772658, 19.9937946 50.0772549, 19.9937958 50.0772471, 19.9938286 50.0770174, 19.9938167 50.0769338, 19.9937948 50.0767515, 19.993794 50.0767454, 19.9937932 50.0767388, 19.9937426 50.076318, 19.9937399 50.0762959, 19.9937193 50.0761294, 19.9936267 50.0759519, 19.9935903 50.0758875, 19.9934818 50.0756958, 19.9922844 50.0759569, 19.9908217 50.0762873, 19.9908397 50.076325, 19.9908559 50.0763604, 19.990538 50.0764311, 19.9904437 50.0764521, 19.9899624 50.0765559, 19.9899219 50.0765646, 19.9895934 50.0766354, 19.9894636 50.0766831, 19.9893597 50.0767213, 19.9893487 50.0767253, 19.9891063 50.0768454, 19.9890077 50.0769113, 19.9889938 50.0769024, 19.98885 50.0770207, 19.988717 50.0771621, 19.9873952 50.0793717, 19.9873758 50.0794158, 19.9872725 50.0796074, 19.9872457 50.0796654, 19.9877529 50.0802225, 19.9877889 50.0804784, 19.9874157 50.081164, 19.987459 50.0811747, 19.9875 50.0811835, 19.9872994 50.081566, 19.9872887 50.0815826, 19.9869662 50.0821917, 19.9869032 50.0823106, 19.9868606 50.0823935, 19.9861751 50.0837263, 19.9865541 50.0837144, 19.9865859 50.0841932, 19.9864133 50.084317, 19.9855794 50.0845205, 19.9853751 50.0846277, 19.9853332 50.0846311, 19.9853355 50.0846654, 19.985068 50.0848831, 19.984567 50.0853525, 19.9839711 50.0855645, 19.9823519 50.0855431))",no information,no information,,,no information,,,park,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lotniczy Park Kulturowy,3692
,,,,,,"POLYGON ((19.8958066 50.1235526, 19.8957283 50.1236371, 19.8956141 50.1237774, 19.8954784 50.1240811, 19.8954087 50.1241273, 19.8953712 50.1241711, 19.8953551 50.1242187, 19.89539 50.124275, 19.8959546 50.124685, 19.8964093 50.1249883, 19.8964842 50.1250553, 19.8965646 50.1250837, 19.8966584 50.1250858, 19.8967536 50.1250748, 19.8968247 50.1250501, 19.8988446 50.1247998, 19.898931 50.1247695, 19.8989707 50.1247108, 19.8989729 50.1246555, 19.8989718 50.124569, 19.8990823 50.1242494, 19.8992193 50.1239942, 19.8992556 50.1238546, 19.8992497 50.1237641, 19.8991847 50.1237098, 19.899113 50.1236739, 19.8989811 50.1236632, 19.8982268 50.1236766, 19.8980867 50.1236275, 19.8979995 50.1236461, 19.897938 50.1236901, 19.8977665 50.1239124, 19.8973259 50.1238353, 19.8970812 50.1237894, 19.8959081 50.1235715, 19.8958066 50.1235526))",fort,"Fort pancerny główny 44 Tonie – a historic armored fort of the Kraków Fortress. It is located at Jurajska Street in Kraków. It was built in 1878 as a so-called provisional work, in the form of an earthen-wooden earthwork. From 1883 to 1885, it was rebuilt into a permanent artillery fort, representative of the then Austrian school of fortification.  
It belonged to the IV defensive sector of the fortress. It defended the Olkusz route and the approach from the hillside side towards Giebułów. In cooperation with Fort Marszowiec, it flanked the Prądnik Valley with side fire. After 1897, this last task was taken over by the newly built armored close defense fort 44a Pękowice.  
From 1902 to 1909, it underwent comprehensive modernization. The artillery embankment was completely transformed, now devoid of gun pits and transverse fire positions with emergency shelters, and it was designated for infantry. The neck barrack block and the so-called main shelter block received structural reinforcements (the total thickness of the ceilings and exposed walls averages 2.5 m), making it resistant to hits from 28 cm caliber grenades. In addition, it was equipped with two armored batteries (each for two retractable and rotating towers Senkpanzer M. 2, with rapid-fire guns of 8 cm caliber), a frontal shelter – a base for infantry with an armored dome for observers equipped with Zeiss telescopes, and an armored traditor for four 8 cm guns for minimal firing ports, model M. 98. The armament set was supplemented by 6 old 15 cm guns M. 61 in open battery positions in the center of the fort and casemate guns for defense of the ditches, including modern 6 cm guns M. 99 defending the neck ditch. The resistance standards for the new casemate blocks were similar to those of the old reinforced ones – averaging 2.5 m of ferroconcrete (a layer of concrete on steel I-beams). Changes were also made to the internal communication layout, connecting the newly built frontal shelter on the embankment with the middle emergency shelter of the open battery to the main fort's gallery.  
The modernization was very costly, with the total combined cost of construction and modernization amounting to 2,936,406 crowns. This was about two to two-and-a-half times greater than the cost of a typical, unmodernized artillery fort from the 1880s and even six to seven times greater than the cost of a small armored close defense fort from the 1890s. The modernization was not completed – it did not include the caponiers (except for the neck ditch defense casemate). It was likely that they were reinforced temporarily only during the war; this work was also never finished.  
In 1914, despite some deficiencies in armament, the fort was one of the most modern and strongest in the fortress, undoubtedly having the greatest resistance to shelling. Its peacetime crew after the modernization was supposed to consist of 428 people, including 11 officers. The standard armament included 6 15 cm (149.1 mm) guns in the open battery, 4 8 cm (76.5 mm) guns in the armored towers, 4 guns of the same caliber (albeit of a different type and with different ammunition) in the traditor, 4 9 cm (87.6 mm) guns in the frontal caponier, 2 6 cm (57 mm) guns for the neck ditch defense, and 8 machine guns (portable). The fort did not participate in battles during World War I, which took place on its further front, beyond the range of its guns.  
In the interwar period, it could serve the Polish Army as a residential, barrack facility. According to a record from 1925, it was not in use due to significant dampness. In September 1939, it was temporarily occupied by units of the Fort Group commanded by Colonel Klaczyński and, along with other forts, covered the retreat of the ""Kraków"" Army. According to unconfirmed reports, the Germans lost 2 armored vehicles in its forward area. During the German occupation, it served the occupiers as a storage facility for captured firearms. Under unclear circumstances (there are several differing versions on this) it was damaged due to the explosion and dismantling of parts of the armor – it lost the armored shields of the traditor’s guns and neck caponier, as well as the body and cover of one gun turret. One of the observation towers and both observation domes were blown up and displaced, although they remained on the fort's grounds.  
After World War II, it was used by the military for many years. It housed ammunition and explosives warehouses. The military left it at the beginning of the 1990s, and until 2008 it remained unused, although it was under round-the-clock guard. In the spring of 2008, the foundation for Active Protection of Technical Monuments and Cultural Heritage Janus took it under lease, which is creating a museum called Open Fortress, dedicated to the Kraków Fortress and World War I. The fort is undergoing conservation and renovation work and is periodically opened for visits by organized groups.",,,no information,,,no information,attraction,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fort 44 ""Tonie""",3693
,,,,,,"POLYGON ((19.9302667 50.0749992, 19.9301895 50.074999, 19.9301091 50.0749979, 19.9301199 50.0749235, 19.9302792 50.0749602, 19.9302667 50.0749992))",no information,no information,,,no information,,,garden,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3694
,,,,,,"POLYGON ((19.9297765 50.0758779, 19.9298123 50.075945, 19.9298867 50.0759311, 19.9298766 50.0759097, 19.9299489 50.0758957, 19.9299396 50.0758757, 19.9300016 50.0758638, 19.9299874 50.0758357, 19.9297765 50.0758779))",no information,no information,,,no information,,,garden,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3695
,,,,,,"POLYGON ((19.9309733 50.0757159, 19.9309648 50.0757433, 19.9309757 50.0757543, 19.9310001 50.0757644, 19.9310123 50.0757644, 19.9310269 50.0757589, 19.9310379 50.0757449, 19.9310416 50.0757292, 19.9310233 50.0756862, 19.9310147 50.0756776, 19.9310038 50.0756776, 19.9309855 50.0756901, 19.9309733 50.0757159))",no information,no information,,,no information,,,garden,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3696
,,,,,,"POLYGON ((19.9323592 50.0740738, 19.932367 50.0740537, 19.9324257 50.0740297, 19.9324729 50.0740359, 19.9324535 50.0740881, 19.9323592 50.0740738))",no information,no information,,,no information,,,garden,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3697
,,,,,,"POLYGON ((19.9322988 50.0740647, 19.9324053 50.0738884, 19.9320663 50.073811, 19.9320552 50.0738199, 19.9319261 50.0740073, 19.9321618 50.0740441, 19.9321744 50.074036, 19.9321975 50.0740399, 19.9322039 50.0740503, 19.9322988 50.0740647))",no information,no information,,,no information,,,garden,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3698
,,,,,,"POLYGON ((19.9305494 50.074758, 19.9305766 50.0747648, 19.9305358 50.0748377, 19.9306102 50.07485, 19.9306422 50.0747951, 19.9308145 50.0748329, 19.9307702 50.0749036, 19.9308244 50.0749171, 19.9305307 50.0748655, 19.9304908 50.0748585, 19.9305494 50.074758))",no information,no information,,,no information,,,garden,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3699
,,,,,,"POLYGON ((19.9295865 50.0737882, 19.9298258 50.0738261, 19.9297609 50.0739613, 19.9296801 50.0739495, 19.9296657 50.0739556, 19.9294992 50.0739269, 19.9294686 50.073986, 19.929412 50.0739716, 19.9295865 50.0737882))",no information,no information,,,no information,,,garden,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3700
,,,,,,"POLYGON ((19.9306002 50.0779572, 19.9305906 50.0779217, 19.9306793 50.0779126, 19.9306545 50.0778259, 19.9305411 50.0778382, 19.930537 50.0778278, 19.9303406 50.0778488, 19.9303333 50.0778165, 19.9307557 50.0777774, 19.9308159 50.077931, 19.9306002 50.0779572))",no information,no information,,,no information,,,garden,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3701
,,,,,,"POLYGON ((19.9316278 50.0778979, 19.9314355 50.0779211, 19.9314004 50.0778121, 19.9315941 50.0777887, 19.9316278 50.0778979))",no information,no information,,,no information,,,garden,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3702
,,,,,,"POLYGON ((19.9317984 50.0784549, 19.9316025 50.0784767, 19.931576 50.0783709, 19.9317701 50.0783488, 19.9317984 50.0784549))",no information,no information,,,no information,,,garden,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3703
,,,,,,"POLYGON ((19.9314004 50.0778121, 19.9315941 50.0777887, 19.9315627 50.0776818, 19.9313671 50.0777046, 19.9314004 50.0778121))",no information,no information,,,no information,,,garden,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3704
,,,,,,"POLYGON ((19.9311266 50.0782071, 19.9313283 50.0781713, 19.9313547 50.0782702, 19.9313099 50.0782776, 19.9311505 50.0782949, 19.9311266 50.0782071))",no information,no information,,,no information,,,garden,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3705
,,,,,,"POLYGON ((19.929978 50.0776105, 19.9299701 50.0775677, 19.92995 50.0775685, 19.9299414 50.0775237, 19.9299515 50.0775227, 19.9299361 50.0774689, 19.9299196 50.077464, 19.929816 50.0775662, 19.9300685 50.07767, 19.9300794 50.0776687, 19.9300691 50.0776335, 19.9300601 50.0776025, 19.929978 50.0776105))",no information,no information,,,no information,,,garden,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3706
,,,,,,"POLYGON ((19.930287 50.0774896, 19.9303611 50.0774826, 19.9303597 50.0774728, 19.9305082 50.0774585, 19.9305104 50.0774674, 19.9305812 50.0774597, 19.9305807 50.0774517, 19.9306331 50.0774466, 19.9306549 50.0775368, 19.9307449 50.077521, 19.9306425 50.0772953, 19.930576 50.0771435, 19.9305124 50.0769984, 19.9303614 50.0769657, 19.930203 50.0771866, 19.9301755 50.077225, 19.9301186 50.077283, 19.9299361 50.0774689, 19.9299515 50.0775227, 19.930085 50.0775097, 19.930083 50.0774984, 19.9302843 50.0774796, 19.930287 50.0774896))",no information,no information,,,no information,,,garden,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3707
,,,,,,"POLYGON ((19.9303333 50.0778165, 19.9294813 50.0779051, 19.929388 50.0779817, 19.9295128 50.0780693, 19.9296349 50.0780583, 19.9296307 50.0780383, 19.9295638 50.0780457, 19.9295419 50.0779536, 19.929658 50.0779413, 19.9296568 50.0779295, 19.9298601 50.0779084, 19.9298653 50.07792, 19.9299369 50.0779123, 19.9299344 50.0779005, 19.9300861 50.0778846, 19.9300905 50.0778963, 19.9301565 50.0778886, 19.9301552 50.0778787, 19.9302093 50.0778725, 19.9302073 50.0778626, 19.9302945 50.0778529, 19.9302976 50.0778641, 19.9303419 50.0778597, 19.9303406 50.0778488, 19.9303333 50.0778165))",no information,no information,,,no information,,,garden,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3708
,,,,,,"POLYGON ((19.9295012 50.0780948, 19.9293599 50.0780024, 19.9292803 50.0780759, 19.9293235 50.0780935, 19.9293701 50.0780992, 19.9295012 50.0780948))",no information,no information,,,no information,,,garden,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,no information,3709
