phone,cemetery,emergency,opening_hours,website,pets_allowed,geometry,historic,wiki_summary_en,postal_code,toilets,natural,description,visiting_time,leisure,tourism,public_transport,brand,alt_name,amenity,reservation,attraction,highchair,parking,swimming_pool,contact_phone,community_centre,addr_street,contact_twitter,social_facility,contact_facebook,zoo,email,wheelchair,cuisine,contact_website,internet_access,opening_hours_reception,guest_house,addr_city,contact_instagram,image,location,outdoor_seating,museum,takeaway,smoking,name,id
,,,,,,POINT (19.9040589 50.041352),no information,"Krzemionki Zakrzowskie – a ridge in the southwestern part of Krakow, south of the Vistula River. In various publications, it is also known by other names: Zakrzówek, Zrąb Zakrzówka, Twardowski's Rocks, Southern Ridge. In the past, the hill was part of the village of Zakrzówek, which was incorporated into Krakow; it is currently located in Krakow, in District VIII Dębniki, in the Krakow Bridge macroregion. 

For several hundred years, limestone has been extracted from Krzemionki Zakrzowskie for construction purposes, with the most intensive mining taking place since the early 20th century. At that time, there were four quarries on the hill: Berger's Quarry, Twardowski's Rocks, Kapelanka, and Zakrzówek. The largest was the Zakrzówek quarry. It left behind a vast depression in the terrain, which quickly filled with water after mining ceased. Today, it is a popular recreation area for Krakow residents, known as Zakrzówek Reservoir. Most of the hill has become a recreational area of Krakow called Uroczysko Skałki Twardowskiego. In its northeastern part, there is a dry Kapelanka quarry, whose rocky walls, resembling rock walls, are a very popular climbing spot not only for Krakow climbers. Climbers distinguish among them the rocks: Baba Jaga, Ciąża, Freney, Niski Mur, Problemówka, Rdzawe Zacięcie, Szara Ścianka, Sadystówka. The remaining part of Krzemionki is covered by forest. A dense network of walking paths with benches for tourists and trash bins runs through the hill. 

Among the rocks of Krzemionki Zakrzowskie, there are several caves, the largest being Twardowski's Cave, located in the western part of Krzemionki. The remaining caves and shelters include: Jasna Cave, Kogut Cave, Musza Cave, Niska Cave, the cave under Nyża, the cave before Problemówka, Pychowicka Cave, the cave in the Anastomoses, Wywiew Cave, the cave with Balls, Magazyn Cave, Zbójnickie Window, Rurka, Shelter above Sadystówka, Shelter next to the Anastomoses, Tunnel in Pychowice.",,,peak,,,no information,no information,,,Zakrzówek,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Krzemionki Zakrzowskie;Zakrzówek,11452
,,,,,,POINT (20.0355937 50.001403),no information,"Kaim Hill – a hill with a height of 265 m above sea level in the eastern, right-bank part of Kraków, in District XII, in the southern part of the former village of Bieżanów, on the border of Kraków and Wieliczka.  
The hill takes the form of a wide hump, approximately 500 m long, extending from east to west (latitudinally). The northern slope gently descends towards the Vistula Valley, while the southern slope steeply drops into the Serafa Valley, which flows around the hill from the south and west. It is the northern edge hill of the Wieliczka Foothills.  
It is composed of Tertiary deposits – shale clays and Kraków clays.  
The summit and the northern part of the hill are built up with single-family houses. On the western slope, about 300 m from the summit, there is a monument commemorating the battles for Kraków between the Austro-Hungarian and Russian armies during World War I in December 1914.  
From the hill, there is a view to the north – towards the Vistula Valley and to the south – towards Wieliczka.",,,peak,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wzgórze Kaim,11455
,,,,,,POINT (19.9574421 50.0432986),no information,"Lasota Hill – a hill in Kraków belonging to the limestone hills of Krzemionki Podgórskie. It has also been described as Lasotyn (1825), Lassota Hill (1860), Mount St. Benedict, Lassota Hill (Jerzy Gąssowski, 1960). The name of the hill comes from the Old Slavic name Lasota.  
The historical Lasota Hill, on which the Krakus Mound rises, originally belonged to the Awdański family, Polish nobility of Scandinavian origin, and its name commemorates the count Lassota, Lassote castellanus Cracovie.  
On the hill, a Romanesque rotunda connected with a palatium was built in the 10th or 11th century. On its foundations, a small church of St. Benedict was constructed in the 12th century. Between 1853 and 1856, near the church, Fort 31 ""Benedykt"" was built as part of the Austrian Fortress of Kraków.  
On Lasota Hill, one of the oldest quarries in Kraków existed – the Quarry under St. Benedict. Its remnant is the vertical rock wall rising above Rękawka and Wielicka streets. It is a climbing object, described by climbers as the Low Wall, Esteci, and Rocks behind the School.  
On the southeastern slope of the hill, there is the Old Podgórski Cemetery established in the 18th century.  
During World War II, the northern slope of the hill marked the border of the Kraków ghetto, where the Germans murdered several thousand people.  
Currently, annual celebrations of the Podgórze holiday take place on Lasota Hill, referencing the traditional Rękawka celebrations, the Traditional Rękawka Festival, as well as holidays for adherents of native faith and neopagans.  
The hill also features Lasota Square, shaped in the early 20th century during the construction of a secessionist-modernist villa estate (e.g., the historic Villa Julia). This square was called Lasota Square from 1923 to 1952, Alexandria Kostka-Napierski Square from 1952 to 1991, and was then renamed again to Lasota Square.  
In 2007, a mural titled Silva Rerum, depicting the history of Kraków, was painted on the retaining wall of Lasota Hill, stretching along al. Powstańców Śląskich.",,,peak,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wzgórze Lasoty,11462
,,,,,,POINT (19.9361073 50.0547467),no information,"The Wawel Royal Castle (Polish pronunciation: [ˈvavɛl] ; Zamek Królewski na Wawelu) and the Wawel Hill on which it sits constitute the most historically and culturally significant site in Poland. A fortified residency on the Vistula River in Kraków, it was established on the orders of King Casimir III the Great and enlarged over the centuries into a number of structures around a Polish Renaissance courtyard. It represents nearly all European architectural styles of the Medieval, Renaissance and Baroque periods. 
The castle is part of a fortified architectural complex erected atop a limestone outcrop on the left bank of the Vistula River, at an altitude of 228 metres (748 ft) above sea level. The complex consists of numerous buildings of great historical and national importance, including the Wawel Cathedral where Polish monarchs were crowned and buried. Some of Wawel's oldest stone buildings can be traced back to 970 CE, in addition to the earliest examples of Romanesque and Gothic architecture in Poland. The current castle was built in the 14th century, and expanded over the next hundreds of years. In 1978, Wawel was declared the first World Heritage Site as part of the Historic Centre of Kraków.
For centuries the residence of the kings of Poland and the symbol of Polish statehood, Wawel Castle is now one of the country's premier art museums. Established in 1930, the museum encompasses ten curatorial departments responsible for collections of paintings, including an important collection of Italian Renaissance paintings, prints, sculpture, textiles, among them the Sigismund II Augustus tapestry collection, goldsmith's work, arms and armor, ceramics, Meissen porcelain, and period furniture. The museum's holdings in oriental art include the largest collection of Ottoman tents in Europe. With seven specialized conservation studios, the museum is also an important center for the conservation of works of art. With over 3.1 million visitors in 2024, Wawel Castle is the most visited art museum in Poland and the 17th most visited art museum in the world.",,,peak,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wawel;Vavel,11464
,,,,,,"POLYGON ((20.0571643 50.0668995, 20.0572161 50.0669037, 20.057268 50.0669079, 20.0572886 50.0669095, 20.0574716 50.0668997, 20.0576023 50.0668825, 20.0577864 50.0668324, 20.057955 50.0667468, 20.058077 50.0666486, 20.0581639 50.0665461, 20.0582413 50.0664412, 20.058274 50.0663398, 20.0582994 50.066274, 20.0583078 50.0662505, 20.0583399 50.0661333, 20.0583465 50.0660753, 20.0583529 50.0660757, 20.0583659 50.0659801, 20.0583682 50.0659341, 20.0583682 50.0659313, 20.058373 50.0658816, 20.0583754 50.0657824, 20.0583632 50.0657049, 20.0583346 50.0656038, 20.0582956 50.0655212, 20.0582328 50.065422, 20.0581693 50.0653634, 20.0580849 50.0652974, 20.0580261 50.0652637, 20.0578894 50.0652016, 20.0578022 50.0651736, 20.0577018 50.0651485, 20.0575846 50.0651308, 20.0574262 50.0651168, 20.0571893 50.0651397, 20.0569474 50.0652035, 20.0568008 50.0652696, 20.0566309 50.0654094, 20.0565698 50.0654836, 20.0565239 50.0655495, 20.0564866 50.0656135, 20.0564369 50.065718, 20.0563818 50.0658975, 20.0563576 50.0660307, 20.0563645 50.0662314, 20.0563985 50.0664021, 20.0564484 50.0665234, 20.0565292 50.0666282, 20.0566238 50.066711, 20.0567663 50.066798, 20.0569281 50.0668599, 20.0570826 50.066893, 20.0571643 50.0668995))",no information,"The Suche Stawy Stadium (Polish: Stadion Suche Stawy, Polish pronunciation: [ˈstadʲɔn ˈsuxɛ ˈstavɨ]) is a multi-purpose stadium in Kraków, Poland. It is mainly used mostly for football matches and hosts the home matches of Hutnik Kraków. The stadium has a capacity of 6,500 spectators. It was used by England as a training base for the Euro 2012.


== References ==",,,no information,,,stadium,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hutnik Nowa Huta,11484
,,,,https://www.facebook.com/dabskiks/,,"POLYGON ((19.9787565 50.0651889, 19.9812806 50.0660597, 19.9811633 50.0646396, 19.9811208 50.0643076, 19.9810641 50.0640681, 19.9808019 50.0641636, 19.9800273 50.0645471, 19.9789741 50.0650474, 19.9787565 50.0651889))",no information,"Dąbski Sport Club – a sports club from Kraków. Established in 1921 in the Dąbie district (currently district II Grzegórzki) as the Dąbie Sports Club. Currently competes in group III of the Kraków class A in football, and in the past had sections for volleyball and field hockey.",,,no information,,,sports_centre,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Klub Sportowy ""Dąbski"";KS Dąbski",11485
,,,,,,"POLYGON ((19.9336945 50.0380412, 19.9336253 50.0380922, 19.934345 50.0385088, 19.9348977 50.0388287, 19.9349654 50.0388684, 19.9350966 50.0389457, 19.9351085 50.0389538, 19.9352436 50.0390609, 19.9352998 50.0391054, 19.9353149 50.0391173, 19.935325 50.0391253, 19.9353678 50.0391576, 19.9355526 50.0390245, 19.9355907 50.0389965, 19.9363445 50.0384417, 19.9365063 50.0382832, 19.9366098 50.03812, 19.9366502 50.0380488, 19.9365931 50.0375837, 19.9365463 50.0375083, 19.9357336 50.03675, 19.9356531 50.0366789, 19.9347941 50.0373081, 19.9340675 50.0369253, 19.9339887 50.0369088, 19.9329785 50.0376338, 19.9336945 50.0380412))",no information,"Stadion RKS Garbarnia is a football stadium in Kraków, Poland.
Opened in 1990, it features two grass pitches and an artificial turf ground. It has capacity 2,100 places, including 953 seats.
All teams except Poland national amputee football team played their matches at the 2021 European Amputee Football Championship in this stadium.


== References ==",,,no information,,,stadium,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,RKS Garbarnia,11489
,,,,,,"POLYGON ((19.9069353 50.0761265, 19.9068079 50.0761512, 19.9073764 50.0773618, 19.9075347 50.0773312, 19.9076468 50.0773707, 19.9077822 50.077396, 19.907923 50.0774019, 19.9080623 50.0773882, 19.9081878 50.0773574, 19.9083007 50.0773106, 19.9083961 50.0772499, 19.9084699 50.0771779, 19.9085285 50.0770727, 19.9085414 50.0769614, 19.908533 50.076897, 19.908047 50.0758619, 19.9078854 50.0758932, 19.9077709 50.0758578, 19.9076479 50.0758375, 19.9075212 50.0758332, 19.9073955 50.0758449, 19.9072693 50.0758743, 19.9071554 50.0759198, 19.9070586 50.0759795, 19.9069833 50.0760508, 19.9069353 50.0761265))",no information,"Stadion WKS Wawel – a multifunctional sports stadium located on Podchorążych Street in Krakow, belonging to the city of Krakow. It is home to the multi-section club WKS Wawel Krakow.",,,no information,,,stadium,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,WKS Wawel,11490
,,,,,,"POLYGON ((19.9270449 50.0600478, 19.9270339 50.060046, 19.9270359 50.0600406, 19.9269735 50.060031, 19.9269714 50.0600364, 19.9269606 50.0600347, 19.9269627 50.0600293, 19.9269542 50.0600279, 19.9269569 50.0600211, 19.9269652 50.0600224, 19.9269757 50.0599961, 19.9269368 50.0599899, 19.9269348 50.0599952, 19.9269268 50.059994, 19.9269287 50.0599887, 19.9268994 50.0599841, 19.9268921 50.0600107, 19.9269056 50.0600126, 19.9269031 50.0600196, 19.9268951 50.0600185, 19.9268881 50.0600399, 19.9268963 50.0600409, 19.9268939 50.0600481, 19.9268854 50.060047, 19.9268835 50.0600523, 19.9268721 50.0600509, 19.9268739 50.0600454, 19.926815 50.0600372, 19.9268118 50.060047, 19.9268007 50.0600456, 19.9268033 50.0600373, 19.9267605 50.060031, 19.9267577 50.060039, 19.9267462 50.0600373, 19.9267494 50.0600292, 19.9267072 50.0600229, 19.9267041 50.060031, 19.926693 50.0600291, 19.9266963 50.0600212, 19.9266537 50.0600149, 19.9266508 50.0600227, 19.9266397 50.060021, 19.9266431 50.0600131, 19.9265997 50.0600068, 19.9265967 50.0600147, 19.9265857 50.0600129, 19.9265889 50.0600049, 19.9265461 50.0599985, 19.926543 50.0600062, 19.9265322 50.0600046, 19.9265354 50.0599968, 19.9264931 50.0599904, 19.9264903 50.0599984, 19.9264791 50.0599968, 19.9264822 50.0599887, 19.9264385 50.0599825, 19.926436 50.0599901, 19.9264249 50.0599885, 19.9264276 50.0599806, 19.9264158 50.0599787, 19.9264186 50.0599715, 19.9264303 50.0599733, 19.9264513 50.0599163, 19.9264411 50.0599146, 19.9264421 50.0599122, 19.9264041 50.0599061, 19.9264131 50.0598815, 19.926462 50.059889, 19.9264664 50.0598769, 19.9264174 50.0598695, 19.926434 50.0598234, 19.9264834 50.0598308, 19.9264878 50.0598186, 19.9264385 50.0598113, 19.9264474 50.0597866, 19.9264772 50.0597912, 19.9264846 50.0597738, 19.9264879 50.0597726, 19.9264972 50.059774, 19.9265028 50.0597748, 19.9265038 50.0597725, 19.9265152 50.0597742, 19.9265133 50.0597795, 19.9265562 50.0597858, 19.9265582 50.0597804, 19.9265691 50.0597821, 19.9265673 50.0597873, 19.9266107 50.059794, 19.9266126 50.0597887, 19.926623 50.0597903, 19.926621 50.0597956, 19.9266637 50.059802, 19.9266654 50.0597975, 19.9266747 50.0597991, 19.9266728 50.0598043, 19.9267182 50.0598112, 19.9267204 50.0598056, 19.9267297 50.0598072, 19.9267281 50.0598117, 19.9267712 50.0598184, 19.9267732 50.0598131, 19.9267836 50.0598147, 19.9267815 50.05982, 19.9268247 50.0598268, 19.9268268 50.0598213, 19.9268373 50.059823, 19.9268354 50.0598282, 19.9268779 50.059835, 19.9268838 50.059818, 19.9268776 50.0598121, 19.926887 50.059808, 19.9268941 50.0598147, 19.9269374 50.0598213, 19.9269394 50.0598162, 19.9269507 50.059818, 19.9269488 50.0598231, 19.9269878 50.0598292, 19.9269898 50.0598238, 19.9270007 50.0598255, 19.9269987 50.0598306, 19.9270369 50.0598366, 19.9270389 50.0598312, 19.9270499 50.0598329, 19.927048 50.0598381, 19.9271096 50.0598476, 19.9271116 50.0598424, 19.9271225 50.059844, 19.9271205 50.0598495, 19.9271819 50.0598588, 19.9271838 50.0598534, 19.9271966 50.0598554, 19.9271947 50.0598607, 19.9272029 50.0598619, 19.9272019 50.0598647, 19.9271998 50.0598702, 19.9271916 50.0598689, 19.9271824 50.0598936, 19.9271906 50.0598949, 19.927188 50.059902, 19.9271775 50.0599005, 19.9271653 50.0599333, 19.9271756 50.0599348, 19.927173 50.0599418, 19.9271627 50.0599401, 19.9271505 50.0599727, 19.9271608 50.0599744, 19.9271581 50.0599815, 19.9271478 50.0599798, 19.9271358 50.0600123, 19.9271461 50.060014, 19.9271434 50.060021, 19.9271352 50.0600197, 19.9271254 50.0600461, 19.9271334 50.0600474, 19.9271303 50.0600556, 19.9271221 50.0600543, 19.9271211 50.0600569, 19.9271231 50.0600605, 19.9271192 50.0600616, 19.9271162 50.0600589, 19.9271062 50.0600574, 19.9271081 50.0600523, 19.927047 50.0600424, 19.9270449 50.0600478))",no information,"The building of the ""Sokół"" Gymnastic Society – a historic sports hall located in Kraków in the Old Town district at J. Piłsudski Street 27, in the Piasek area. The ""Sokół"" Gymnastic Society was established on February 23, 1885, at the initiative of students associated with the so-called Academic Reading Room of Jagiellonian University. Its goal was to spiritually and physically revive society by cultivating national traditions, patriotic education, and engaging in sports activities, mainly of a paramilitary nature. The ""Sokół"" Society was formed within the framework of the ""Reading Room."" It promoted tourism, gymnastics, and various sports: rowing, shooting, fencing, archery, swimming, athletics, and more. In 1889, the city municipality provided the Society with land on what was then Wolska Street, right by the river Rudawa that flowed there at the time. In the same year, a building was constructed, the falconry. It housed the largest gymnasium in Galicia, equipped with the most modern sports facilities. The edifice was designed by Karol Knaus. The official opening of the building took place on November 18, 1889. In 1894, the falconry was expanded. An eastern part designed by Teodor Talowski was added, giving the building neo-Gothic features. In 1921, the Kraków District of the Polish Gymnastic Society ""Sokół"" was based in the building. On July 31, 1947, representatives of the Security Office sealed the ""Sokół"" building, revoking its permit for operation. From 1957, the building was administered by TKKF. ""Sokół"" regained its building in September 1990 and started a major renovation of the building that had been devastated by the previous user, the Cracovia Sports Club. From 2017 to 2020, the first comprehensive renovation and conservation work since the building's inception took place. Almost the entire cost was financed by the National Fund for the Revaluation of Kraków Monuments granted by the Social Committee for the Renewal of Kraków Monuments. On May 15, 1984, the building was entered into the register of monuments. It is also included in the municipal register of monuments.",,,no information,,,sports_centre,no information,,,,no information,,,,,,,,Marszałka Józefa Piłsudskiego,,,,,,no,,,,,,Kraków,,,,,,,,Hala Sokoła,11492
,,,,,,"LINESTRING (19.9154049 50.040583, 19.9153021 50.0404498, 19.9152659 50.0403974, 19.9152942 50.0403293, 19.9154238 50.0402851)",no information,"Problemówka – a rock in the northeastern part of Zakrzówek in District VIII Dębniki in Kraków. Rock climbing is practiced here. Problemówka is located in the area of the Twardowski Rocks, which is one of the recreational areas of Kraków. Climbing takes place on rocks that are remnants of the former Kapelanka quarry. Problemówka is situated in an open and flat area of the quarry between the rocks Baba Jaga and Ciąża.

Zakrzówek is a historic climbing area; climbing has been done here for over 100 years. Among others, the top Krakow climbers climbed here in the 1970s and 1980s. Problemówka is one of the more popular climbing rocks in Zakrzówek, as it features solid holds without loose rock, unlike many other walls of the quarry. Its western face reaches a height of up to 12 m. As of 2019, there are 12 climbing routes on it, with difficulty ratings ranging from IV to VI.3 on the Polish scale. 9 routes have fixed protection points installed: rings (r) and abseiling stations (st).",,,cliff,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Problemówka,11493
,,,,,,"POLYGON ((19.9357327 50.0512646, 19.9361633 50.0505584, 19.9362172 50.0505416, 19.9382044 50.050808, 19.9382756 50.050854, 19.9374651 50.0517897, 19.9364485 50.051485, 19.9362814 50.0514336, 19.9360438 50.0513617, 19.9359639 50.0513385, 19.9358028 50.0512847, 19.9357327 50.0512646))",no information,"Nadwiślan Kraków Sports Club – a sports club based in Kraków. It was founded in 1923. After World War II, the club took over the stadium of the Makkabi Kraków club. In 1954, it merged with the KS Groble Kraków team, and in 1957 with sports club number 297 ZS Start. The club has a football section (in the 2023/2024 season, class A, group Kraków III), but it is best known for its tennis section: among its players was Polish representative Robert Radwański, and the club's alumni include Polish tennis players Magdalena Grzybowska and sisters Agnieszka and Urszula Radwańskie. The club has won numerous titles at the Polish junior tennis championships. In February 2007, renovation work began at the KS Nadwiślan facility. The grass on the football field was replaced with artificial turf, and the construction of a modern sports hall at the site of the then tennis courts was also planned.",,,no information,,,sports_centre,no information,,,,no information,,,,,,,,,,,,,,,,http://nadwislan.com/,,,,,,,,,,,,Klub Sportowy Nadwiślan,11506
,,,,https://www.speedwaywanda.pl/,,"POLYGON ((20.0469714 50.0838887, 20.0469511 50.0838172, 20.0469374 50.083795, 20.0468134 50.0838122, 20.0466524 50.0836389, 20.0467266 50.0835948, 20.0466715 50.0835518, 20.0466507 50.0835355, 20.0465645 50.08349, 20.0464813 50.0834534, 20.0463796 50.0834187, 20.0462717 50.0834001, 20.0461526 50.0833901, 20.0460521 50.0833898, 20.0459306 50.0833995, 20.0458354 50.0834151, 20.0456915 50.0834535, 20.045653 50.0834677, 20.0456353 50.0834742, 20.0455299 50.0835236, 20.0454643 50.0835635, 20.0453939 50.0836171, 20.0453525 50.0836582, 20.0453332 50.0836773, 20.0453064 50.0837126, 20.0452873 50.0837381, 20.0452502 50.0838085, 20.0451887 50.0840448, 20.0450744 50.0844846, 20.0450205 50.0846707, 20.0450129 50.0847293, 20.0450205 50.0848026, 20.0450437 50.0848744, 20.045055 50.084903, 20.0451151 50.0850034, 20.0451736 50.085064, 20.0452428 50.0851188, 20.0453231 50.0851682, 20.0454112 50.0852101, 20.0454825 50.0852369, 20.0456095 50.0852717, 20.0457239 50.085291, 20.0458254 50.0852995, 20.0459349 50.0853002, 20.0460453 50.085292, 20.0461621 50.085273, 20.0462553 50.0852495, 20.0463596 50.085213, 20.0464424 50.0851747, 20.0465193 50.0851294, 20.0465946 50.0850723, 20.0466528 50.0850148, 20.0467025 50.0849488, 20.0467337 50.0848907, 20.0467593 50.0848119, 20.046977 50.0839707, 20.0469714 50.0838887))",no information,"The Kraków Speedway Stadium or Stadion Sportowy KS Wanda is a 12,000-capacity motorcycle speedway stadium in Kraków, Poland. The location of the stadium is in the north east district of Nowa Huta on the Odmogile road. The venue was used by the Kraków Speedway team, who competed in the Team Speedway Polish Championship until 2019.",,,no information,,,stadium,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wanda Kraków,11509
,,,,,,"LINESTRING (19.9152505 50.0400625, 19.9151585 50.0400944, 19.9150137 50.0400107)",no information,"Baba Jaga – a part of the rock wall in the northeastern section of Krzemionki Zakrzowskie (Zakrzówek) in District VIII Dębniki in Krakow. Rock climbing is practiced here. The wall is located within the Skałki Twardowskiego wildlife refuge, one of the recreational areas of Krakow. Climbing takes place on rocks that are remnants of the former Kapelanka quarry. The most prominent rock wall is 140 meters long, reaches a height of up to 32 meters, and runs from the southeast to the northwest. Baba Jaga constitutes its northwestern corner. At this point, the wall bends at a right angle to the southwest. 

Baba Jaga, alongside Freney, is the most prominent climbing rock in Zakrzówek. It is a historic climbing area – climbing has been taking place here for over 100 years. Baba Jaga has a height of up to 32 meters, with vertical or overhanging walls in some places. It is located in an open area. Until 2019, climbers established 10 climbing routes on it with difficulties ranging from V+ to VI.3 on the Polish scale. 9 of them have installed protection points in the form of rings (r) and rappel stations (st). Some routes have loose rock.

Dry tooling is forbidden on Baba Jaga.",,,cliff,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baba Jaga,11534
,,,,,,"LINESTRING (19.9137659 50.0400172, 19.9135939 50.0399609, 19.9134697 50.039873)",no information,"Freney – a section of rock wall in the northeastern part of Zakrzówek in District VIII Dębniki in Kraków. Rock climbing is practiced here. The wall is located within the area of the Skałki Twardowskiego sanctuary, which is one of the recreational areas of Kraków. Climbing takes place on rocks that are remnants of the former Kapelanka quarry. Freney is located on a section of the wall that is nearly 50 m long, about 100 meters west of Baby Jaga and Szara Ścianka.  
Zakrzówek is a historic climbing area, where climbing has been done for over 100 years. Among others, the leading Kraków climbers climbed here in the 1970s and 1980s. Freney, on the other hand, is one of the most popular climbing rocks in Zakrzówek; unlike other walls of the Kapelanka quarry, Freney features solid holds without loose rock. It has a height of up to 24 m, with vertical or slightly overhanging walls. It is located in an open area. The climbing wall faces west. Until 2019, climbers established 24 climbing routes on Freney with difficulty ranging from IV to VI.5+ on the Polish scale. Almost all have fixed protection points in the form of rings (r), bolts (s), and rappel stations (st).",,,cliff,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Freney,11535
,,,,,,"LINESTRING (19.9155315 50.0402803, 19.9157857 50.0405524, 19.915955 50.0407396, 19.9160764 50.0408385, 19.9162194 50.0408999)",no information,"Sadystówka – a rock wall in the northeastern part of the Krzemionki Zakrzowskie (Zakrzówek) in District VIII Dębniki in Kraków. Rock climbing is practiced on it.  
Sadystówka is located in the area of the Skałki Twardowskiego nature reserve, one of the recreational areas of Kraków. It is well known to Kraków climbers, but it is absent from climbing guides, not marked on maps, and has very little information available online. Sadystówka is a rock wall that is a remnant of the former Kapelanka limestone quarry. Its height does not exceed 5 meters, but it is 80 meters long. It is perfectly vertical, with some parts slightly overhanging. In the middle section, a small chamber was carved out, which is closed by a door.  
Climbing on Sadystówka has been taking place for about 100 years. In 1910, Mieczysław Świerz and Kazimierz Piotrowski conducted climbing exercises for mountaineers at Zakrzówek, and later, climbers from Kraków climbed here. This long-standing practice of climbing has caused all the holds to be very polished. There is only one climbing route on Sadystówka – but it is long, as it runs not upward but across, traversing the entire length of the wall. It has been rated at VI.3 on the Polish scale. One advantage of Sadystówka is that climbing is possible even in winter, at negative temperatures, as long as the sun shines on the wall. In the past, when there were no artificial climbing walls, some climbers trained on it all year round, allowing them to maintain their form in spring. Mathematician Tomek Opozda completed Sadystówka ten times non-stop.  
On Sadystówka, the holds shine like freshly polished bathroom tiles and can be considered a Kraków standard of polishing, yet it remains a climbing object. In its vicinity, there are several other climbing walls with vertical surfaces: Baba Jaga, Ciąża, Freney, Problemówka, Szara Ścianka. The height of some exceeds 30 meters.",,,cliff,,,no information,no information,,,,no information,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sadystówka,11536
