phone,cemetery,emergency,opening_hours,website,pets_allowed,geometry,historic,wiki_summary_en,postal_code,toilets,natural,description,visiting_time,leisure,tourism,public_transport,brand,alt_name,amenity,reservation,attraction,highchair,parking,swimming_pool,contact:phone,community_centre,addr:street,contact:twitter,social_facility,contact:facebook,zoo,email,wheelchair,cuisine,contact:website,internet_access,opening_hours:reception,guest_house,addr:city,contact:instagram,image,location,outdoor_seating,museum,takeaway,smoking,all_names_concat
,,,,,,"POLYGON ((19.9756533 50.0073908, 19.9756616 50.0074176, 19.9754807 50.0074503, 19.9754688 50.0074233, 19.9756533 50.0073908))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.9753886 50.0074362, 19.9753932 50.0074458, 19.9754065 50.0074545, 19.9754612 50.0074491, 19.9754526 50.0074261, 19.9753979 50.0074358, 19.9753886 50.0074362))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.9751979 50.0074374, 19.9751826 50.0074594, 19.9752412 50.0074638, 19.9753295 50.007462, 19.9753465 50.0074496, 19.9753448 50.0074384, 19.975339 50.0074387, 19.9751979 50.0074374))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.974575 50.007354, 19.9745791 50.0073644, 19.9747304 50.0073884, 19.9747343 50.0073784, 19.974575 50.007354))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.9747487 50.0073806, 19.9747455 50.0073902, 19.9747949 50.0073983, 19.9748079 50.0073897, 19.9747487 50.0073806))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.9704646 50.0064992, 19.9705046 50.0065155, 19.9705408 50.0065141, 19.9705846 50.0065106, 19.9705818 50.0064801, 19.9704625 50.0064836, 19.9704646 50.0064992))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.9709254 50.0057821, 19.9709432 50.0057814, 19.970982 50.0057913, 19.9709952 50.0058009, 19.9709982 50.0058122, 19.9709901 50.0058338, 19.971011 50.0058637, 19.9710059 50.0058791, 19.9710123 50.0058939, 19.9710285 50.0059123, 19.9710234 50.0059342, 19.9710189 50.0059547, 19.9709491 50.0059592, 19.9709406 50.0059027, 19.9709254 50.0057821))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.9711945 50.0058083, 19.9711996 50.0058311, 19.9712163 50.0058519, 19.9712466 50.0058692, 19.9712611 50.0058719, 19.971259 50.0058544, 19.9712052 50.0058053, 19.9711945 50.0058083))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.9720495 50.0057517, 19.9719985 50.0057511, 19.9720005 50.0057056, 19.9720628 50.0057067, 19.9720495 50.0057517))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.9710517 50.00615, 19.9710532 50.0061592, 19.9710517 50.0061675, 19.9710532 50.0061747, 19.9710607 50.00618, 19.971075 50.006184, 19.9710844 50.0061846, 19.9710905 50.0061845, 19.9710971 50.006177, 19.9711063 50.0061661, 19.9711077 50.006161, 19.9711058 50.0061539, 19.9711019 50.0061441, 19.9710963 50.0061404, 19.9710891 50.006139, 19.9710643 50.0061393, 19.9710561 50.0061441, 19.9710517 50.00615))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.9711334 50.0061377, 19.9711305 50.0061399, 19.9711293 50.0061432, 19.9711312 50.0061479, 19.9711472 50.0061653, 19.9711705 50.0061815, 19.9711814 50.0061857, 19.9711899 50.006187, 19.9711998 50.0061854, 19.9712066 50.0061826, 19.9712105 50.00618, 19.9712139 50.0061765, 19.9712107 50.0061451, 19.9712088 50.0061418, 19.9712054 50.0061405, 19.9711846 50.0061409, 19.9711766 50.0061395, 19.9711644 50.0061362, 19.971138 50.0061365, 19.9711334 50.0061377))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.9711189 50.0061756, 19.9711167 50.0061798, 19.9711162 50.0061851, 19.9711184 50.0061899, 19.9711225 50.0061932, 19.9711303 50.0061943, 19.9711395 50.006193, 19.9711455 50.0061899, 19.9711477 50.0061862, 19.9711455 50.0061817, 19.971138 50.0061745, 19.9711303 50.0061708, 19.9711257 50.0061706, 19.9711218 50.0061722, 19.9711189 50.0061756))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.971042 50.0061871, 19.9710525 50.0061951, 19.9710605 50.0061982, 19.9710723 50.0062001, 19.9710701 50.0061955, 19.971067 50.0061923, 19.9710551 50.0061888, 19.971042 50.0061871))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.9712426 50.0062786, 19.9712461 50.0062751, 19.9712516 50.0062732, 19.9712732 50.0062798, 19.9712661 50.0062836, 19.9712529 50.0062852, 19.9712426 50.0062786))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.9711266 50.0060092, 19.971179 50.0060067, 19.9711862 50.0060052, 19.9711999 50.005997, 19.9712064 50.0059914, 19.9711853 50.0059885, 19.97117 50.005989, 19.9711475 50.0059936, 19.9711336 50.0060011, 19.9711266 50.0060092))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.9988596 50.0334385, 19.9987974 50.0331832, 19.9988451 50.0331771, 19.9989074 50.0334336, 19.9988596 50.0334385))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.969475 50.0065084, 19.9695962 50.0065006, 19.9695941 50.0064748, 19.9694746 50.0064798, 19.969475 50.0065084))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.9692519 50.0065085, 19.9692519 50.0064977, 19.9692776 50.0063334, 19.9692401 50.0063307, 19.9692386 50.0063084, 19.9692369 50.0062831, 19.9691911 50.0062834, 19.9692051 50.0065032, 19.9692519 50.0065085))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.9691371 50.0055501, 19.969094 50.005552, 19.9689275 50.0055381, 19.9688769 50.0055326, 19.9688308 50.005517, 19.9688331 50.0055133, 19.969129 50.0055229, 19.9691371 50.0055501))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.9675809 50.004948, 19.9676027 50.0048926, 19.9676191 50.004889, 19.9675976 50.0049498, 19.9675809 50.004948))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.9678745 50.0050241, 19.9678898 50.005017, 19.9679082 50.0050165, 19.9679551 50.0050277, 19.967947 50.0050436, 19.9678745 50.0050241))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.9679129 50.0049336, 19.9679099 50.004929, 19.967912 50.0049251, 19.9679577 50.0049345, 19.9679658 50.0049397, 19.96797 50.0049471, 19.9679423 50.005003, 19.9679303 50.0050071, 19.967886 50.0050063, 19.967848 50.0050178, 19.9678395 50.0050088, 19.9678719 50.0049973, 19.9678907 50.0049926, 19.9679009 50.0049844, 19.9679184 50.0049567, 19.9679286 50.0049542, 19.9679406 50.0049515, 19.9679444 50.004943, 19.9679402 50.0049386, 19.9679129 50.0049336))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.9681641 50.0047745, 19.968133 50.0047727, 19.9680447 50.0046369, 19.9680631 50.0046197, 19.9681641 50.0047745))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.9677686 50.0045145, 19.9677277 50.0046018, 19.9677372 50.0046087, 19.9677814 50.0045168, 19.9677686 50.0045145))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.9681669 50.0048817, 19.9681613 50.0048777, 19.9681604 50.0048672, 19.9681655 50.0048593, 19.9681727 50.0048562, 19.9681791 50.0048566, 19.9681844 50.0048609, 19.9681853 50.0048691, 19.9681819 50.0048767, 19.9681761 50.0048819, 19.9681669 50.0048817))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.9673132 50.0048344, 19.967309 50.0048266, 19.9673139 50.0048045, 19.9673178 50.0048003, 19.9673429 50.0047966, 19.9673512 50.0047934, 19.9673679 50.0047795, 19.9673778 50.0047757, 19.9673886 50.0047757, 19.9673989 50.0047782, 19.9674053 50.0047868, 19.9674087 50.0048022, 19.9674151 50.0048073, 19.9674255 50.0048098, 19.9674279 50.0048168, 19.9674205 50.0048194, 19.9673236 50.0048051, 19.9673132 50.0048344))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.9670941 50.0049809, 19.9670912 50.004964, 19.9670937 50.0049435, 19.967101 50.0049343, 19.9671153 50.0049258, 19.9671423 50.0049214, 19.9671635 50.0049141, 19.9671718 50.0048992, 19.9671654 50.0048875, 19.9671522 50.0048806, 19.9671482 50.0048651, 19.9671345 50.0048575, 19.9671256 50.0048424, 19.967133 50.0048253, 19.9671448 50.0048171, 19.9671856 50.0048142, 19.9672028 50.0048124, 19.9672141 50.0048089, 19.967217 50.0047757, 19.9672337 50.0047539, 19.9672288 50.0047312, 19.967219 50.0047229, 19.9671984 50.0047147, 19.9671988 50.0046986, 19.9672077 50.0046898, 19.9672274 50.0046857, 19.9672451 50.0046964, 19.9672583 50.0047037, 19.967276 50.0047053, 19.9672991 50.0047027, 19.9673144 50.0046932, 19.9673217 50.0046768, 19.9673173 50.0046632, 19.9673045 50.0046572, 19.9672834 50.0046515, 19.9672736 50.0046455, 19.9672637 50.0046294, 19.9672401 50.0046095, 19.9672288 50.0045937, 19.9672288 50.004577, 19.9672357 50.0045577, 19.9672524 50.0045429, 19.9672795 50.0045337, 19.9673065 50.0045381, 19.9673198 50.004546, 19.9673311 50.0045583, 19.9673355 50.0045713, 19.9673355 50.0045824, 19.9673448 50.0045887, 19.967363 50.0045827, 19.9673773 50.0045707, 19.967396 50.004564, 19.9674245 50.0045546, 19.9674294 50.0045454, 19.967422 50.0045359, 19.9674048 50.0045331, 19.9673856 50.0045312, 19.9673448 50.0045195, 19.967336 50.004511, 19.9673463 50.0044942, 19.9673625 50.0044828, 19.9673842 50.0044746, 19.9674299 50.0044702, 19.9674776 50.004473, 19.9675208 50.0044822, 19.9675385 50.0044936, 19.9675483 50.0045097, 19.9675601 50.0045343, 19.9675744 50.0045476, 19.9675931 50.0045561, 19.9676186 50.0045549, 19.9676398 50.0045571, 19.9676506 50.004564, 19.9676555 50.0045757, 19.9676457 50.0046079, 19.9676388 50.0046184, 19.967626 50.0046285, 19.9675655 50.0047839, 19.9675552 50.0047902, 19.9675016 50.004806, 19.967483 50.0048136, 19.9674707 50.0048218, 19.9674712 50.0048263, 19.9675627 50.0048442, 19.9675688 50.0048407, 19.9677099 50.0045026, 19.9672599 50.0044202, 19.9671536 50.0047039, 19.9670406 50.0050057, 19.9670089 50.0050905, 19.9670245 50.0050882, 19.9670672 50.005065, 19.9670941 50.0049809))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.9671828 50.0049927, 19.9671998 50.0049795, 19.9672047 50.004971, 19.9672116 50.0049627, 19.9672106 50.0049545, 19.967222 50.0049488, 19.9672529 50.0049495, 19.9672686 50.0049473, 19.967278 50.0049504, 19.9672667 50.0049833, 19.9671942 50.0049942, 19.9671828 50.0049927))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.9668752 50.0056544, 19.9669204 50.0056586, 19.9669997 50.0056675, 19.9670441 50.0057633, 19.9669993 50.0058328, 19.9671644 50.0058751, 19.9672473 50.0058969, 19.9672114 50.0060371, 19.9670868 50.0059743, 19.9669682 50.0059064, 19.9668324 50.0058102, 19.9668752 50.0056544))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.9671753 50.0039009, 19.9671907 50.0039074, 19.9672086 50.003907, 19.9672541 50.0038273, 19.9672928 50.0037557, 19.9672639 50.0037498, 19.9672489 50.0037467, 19.9672153 50.0038254, 19.9671894 50.0038763, 19.9671753 50.0039009))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.9672924 50.003855, 19.9672561 50.0038482, 19.9672207 50.0039131, 19.9672325 50.0039238, 19.9672463 50.0039293, 19.9672616 50.0039335, 19.9673271 50.0039445, 19.9673162 50.0039317, 19.9673193 50.0039247, 19.9672697 50.0039155, 19.9672773 50.0038986, 19.9672732 50.0038979, 19.9672622 50.0038851, 19.9672725 50.003862, 19.9672924 50.003855))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.964499 50.0047084, 19.9644605 50.0047137, 19.9644269 50.0047269, 19.9644022 50.0047466, 19.9643892 50.0047705, 19.9643889 50.0047941, 19.9644002 50.0048166, 19.9644218 50.0048357, 19.9644517 50.0048494, 19.9644868 50.0048565, 19.9645236 50.0048561, 19.9645583 50.0048484, 19.9645875 50.004834, 19.9646082 50.0048145, 19.9646187 50.0047901, 19.9646158 50.0047649, 19.9646 50.0047417, 19.964573 50.0047233, 19.964538 50.0047118, 19.964499 50.0047084))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.9654537 50.0047135, 19.9654363 50.0047721, 19.9653877 50.0047675, 19.96539 50.0047612, 19.9654072 50.0047066, 19.9654537 50.0047135))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.9655837 50.0047848, 19.9655924 50.0047584, 19.965606 50.0047472, 19.9656265 50.0047497, 19.9656248 50.0047555, 19.9656928 50.0047637, 19.9656945 50.0047579, 19.9657148 50.0047605, 19.9657187 50.0047472, 19.9657268 50.0047482, 19.9657389 50.004706, 19.965731 50.004705, 19.9657348 50.0046919, 19.965792 50.0046991, 19.9657847 50.0047242, 19.9657682 50.0048063, 19.9655837 50.0047848))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.9649848 50.0046381, 19.964989 50.0046237, 19.9649966 50.0045976, 19.9647897 50.0045723, 19.9647806 50.0045971, 19.9649375 50.0046171, 19.9649331 50.0046316, 19.9649848 50.0046381))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.9659662 50.0042677, 19.9660159 50.0042747, 19.9660112 50.0042821, 19.9660016 50.00429, 19.9659897 50.0042955, 19.9659755 50.0042984, 19.9659633 50.0042988, 19.9657548 50.0042708, 19.9657475 50.0042698, 19.9657522 50.0042556, 19.965961 50.0042837, 19.9659662 50.0042677))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.9659064 50.0043731, 19.9659295 50.0043757, 19.9659363 50.0043778, 19.9659488 50.0043844, 19.9659553 50.0043925, 19.9659588 50.0044026, 19.9659569 50.0044103, 19.9658794 50.004586, 19.9658556 50.0045812, 19.9658602 50.004566, 19.9658774 50.004561, 19.9659459 50.0044039, 19.9659443 50.0043968, 19.9659405 50.0043915, 19.9659321 50.0043855, 19.9659205 50.0043824, 19.9659048 50.0043805, 19.9659064 50.0043731))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.9658337 50.0045627, 19.965742 50.0045512, 19.9657475 50.0045299, 19.9657636 50.0045175, 19.9657768 50.0045175, 19.9657896 50.0045167, 19.9658041 50.0045116, 19.9658192 50.0045058, 19.9658289 50.0045029, 19.9658388 50.004495, 19.9658491 50.004476, 19.9658568 50.0044576, 19.965861 50.0044427, 19.9658675 50.0044278, 19.96587 50.0044208, 19.9658681 50.0044154, 19.9658675 50.0044076, 19.965872 50.0044005, 19.965872 50.004395, 19.96587 50.0043881, 19.9658707 50.0043838, 19.9658758 50.0043801, 19.9658765 50.0043764, 19.9658816 50.0043739, 19.9658855 50.0043766, 19.9658868 50.0043828, 19.9658829 50.0043902, 19.9658858 50.0044008, 19.9658832 50.0044175, 19.9658848 50.0044254, 19.965881 50.0044378, 19.9658601 50.0044925, 19.9658523 50.0045087, 19.9658305 50.0045165, 19.9658163 50.0045159, 19.9658076 50.0045186, 19.9658018 50.0045227, 19.9657932 50.0045285, 19.9658305 50.0045306, 19.9658372 50.0045328, 19.9658337 50.0045627))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.9658296 50.0047026, 19.9658794 50.004586, 19.9658556 50.0045812, 19.9658192 50.0047013, 19.9658296 50.0047026))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.9659941 50.0038676, 19.9659839 50.0038706, 19.9659756 50.0038756, 19.9659701 50.0038819, 19.965968 50.003889, 19.9659697 50.0038968, 19.9659754 50.0039038, 19.9659845 50.0039092, 19.9659959 50.0039122, 19.9660082 50.0039125, 19.96602 50.0039102, 19.9660298 50.0039054, 19.9660365 50.0038988, 19.9660393 50.0038911, 19.9660382 50.0038839, 19.9660337 50.0038773, 19.9660261 50.0038719, 19.9660164 50.0038683, 19.9660053 50.0038668, 19.9659941 50.0038676))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.9657989 50.0041133, 19.9657941 50.0040993, 19.9658074 50.0040863, 19.9658241 50.0040806, 19.9658416 50.0040843, 19.9658481 50.0040935, 19.9658365 50.0041181, 19.9657989 50.0041133))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.965778 50.0040374, 19.9657575 50.0040357, 19.9657451 50.0040184, 19.9657486 50.0039984, 19.9657558 50.0039907, 19.9657708 50.003915, 19.9657882 50.0038755, 19.9658023 50.0038459, 19.9658032 50.0038094, 19.9658207 50.0037779, 19.9658301 50.0037346, 19.9658424 50.0037206, 19.9658629 50.0037206, 19.9658779 50.0037313, 19.9658668 50.0037801, 19.9658348 50.0038687, 19.9658151 50.003943, 19.9658232 50.0039628, 19.9658177 50.0039828, 19.965801 50.0039891, 19.9657972 50.0040088, 19.9657891 50.0040316, 19.965778 50.0040374))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.9654865 50.0038347, 19.9654904 50.0038083, 19.9654998 50.0038042, 19.9655113 50.0038037, 19.9655203 50.0037982, 19.9655194 50.0037864, 19.9655151 50.003782, 19.9654938 50.0037754, 19.9654772 50.0037697, 19.9654733 50.0037623, 19.9654827 50.0037571, 19.9654921 50.003756, 19.9655023 50.0037636, 19.9655177 50.0037727, 19.9655416 50.0037784, 19.9655834 50.003787, 19.9656188 50.0037955, 19.9656321 50.0037867, 19.9656534 50.0037872, 19.9656799 50.0037968, 19.9656799 50.0038048, 19.9656466 50.0038083, 19.9656304 50.003821, 19.9656082 50.0038399, 19.9655762 50.0038467, 19.9655429 50.0038481, 19.9655121 50.003844, 19.9654865 50.0038347))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.9652017 50.0040865, 19.965204 50.0040788, 19.9654772 50.0041087, 19.9654791 50.0041108, 19.9654767 50.0041154, 19.9652017 50.0040865))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.9655475 50.0040868, 19.9657683 50.0041154, 19.9657804 50.0040768, 19.9657734 50.0040695, 19.9657521 50.0040572, 19.965713 50.0040564, 19.9657043 50.0040603, 19.9656929 50.0040592, 19.9656898 50.0040555, 19.9656558 50.0040525, 19.9656255 50.0040503, 19.9655911 50.0040447, 19.9655744 50.004038, 19.9655518 50.0040341, 19.9655417 50.0040386, 19.965539 50.0040464, 19.9655475 50.0040868))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.9649299 50.0044291, 19.9649277 50.0044232, 19.9649204 50.0044199, 19.9648778 50.0044143, 19.964871 50.0044171, 19.9648669 50.0044207, 19.9648678 50.0044257, 19.9648727 50.0044303, 19.9649151 50.0044358, 19.9649251 50.0044342, 19.9649299 50.0044291))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.9645064 50.0045966, 19.9645388 50.0044793, 19.9645157 50.0044764, 19.9644828 50.0045947, 19.9645064 50.0045966))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.9645435 50.0044695, 19.964518 50.0044665, 19.9645209 50.0044563, 19.9645471 50.0044594, 19.9645453 50.0044654, 19.9645435 50.0044695))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.9650741 50.0042465, 19.9650421 50.004254, 19.9650088 50.0042388, 19.9650009 50.0042193, 19.9649989 50.0041919, 19.9649339 50.0041766, 19.9649538 50.0041533, 19.9649761 50.0041316, 19.9650009 50.0041135, 19.9650277 50.0041014, 19.9650591 50.0040906, 19.965082 50.0040873, 19.9651105 50.0040879, 19.9653228 50.0041114, 19.9653099 50.0041611, 19.9654726 50.0041786, 19.9654882 50.0041803, 19.9654695 50.0042382, 19.9652144 50.0042064, 19.9652147 50.0041867, 19.9652014 50.0041652, 19.9651763 50.0041487, 19.9651432 50.0041397, 19.9651073 50.0041395, 19.9650741 50.0041482, 19.9650486 50.0041645, 19.9650348 50.0041858, 19.9650348 50.0042089, 19.9650486 50.0042303, 19.9650741 50.0042465))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.9654801 50.0042385, 19.9655023 50.0041673, 19.9655171 50.0041692, 19.9654948 50.0042404, 19.9654801 50.0042385))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.96551 50.0041422, 19.9655124 50.0041331, 19.9655272 50.0041347, 19.9655248 50.0041438, 19.96551 50.0041422))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.9648302 50.0044256, 19.9648403 50.0044135, 19.9648229 50.0044048, 19.9647807 50.0043764, 19.9647533 50.0043523, 19.9647272 50.0043199, 19.9647131 50.0042976, 19.9647141 50.0042852, 19.9646864 50.0042928, 19.9646966 50.0042972, 19.9647323 50.0043499, 19.964751 50.0043721, 19.964775 50.0043902, 19.9648109 50.0044142, 19.9648302 50.0044256))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.9637024 50.0045127, 19.9637194 50.0043959, 19.9636759 50.004402, 19.9636089 50.0044422, 19.9635998 50.0045084, 19.9637024 50.0045127))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.9736456 50.0073818, 19.9736705 50.0073096, 19.9736841 50.0073115, 19.9736592 50.0073837, 19.9736456 50.0073818))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.9736202 50.0073855, 19.9735718 50.0073784, 19.9735691 50.0073631, 19.9735822 50.007346, 19.9735829 50.0073199, 19.9735771 50.0072951, 19.9736491 50.0073063, 19.9736202 50.0073855))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.9734861 50.0073678, 19.973539 50.0073747, 19.9735385 50.0073602, 19.9735265 50.0073432, 19.9735162 50.0073261, 19.973503 50.0073221, 19.9734861 50.0073678))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.9741939 50.0074677, 19.9741945 50.0074511, 19.9742243 50.007436, 19.9742292 50.0074682, 19.9741939 50.0074677))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.9737174 50.0078643, 19.9736677 50.0077018, 19.9736754 50.0076953, 19.9736841 50.0077203, 19.9737359 50.0077129, 19.973793 50.0077442, 19.9737992 50.0077575, 19.9738026 50.0077745, 19.9738243 50.0077974, 19.9738166 50.0078114, 19.9737833 50.0078206, 19.9737588 50.0078296, 19.9737516 50.0078457, 19.9737569 50.0078581, 19.9737174 50.0078643))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.9731372 50.0077682, 19.9731559 50.0077688, 19.9731521 50.0078495, 19.9731293 50.0078605, 19.9731372 50.0077682))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.9731049 50.0078768, 19.9731077 50.007899, 19.9730459 50.0079413, 19.9730272 50.0079305, 19.9731049 50.0078768))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.9733546 50.007956, 19.9734197 50.0079932, 19.973401 50.0079066, 19.9733546 50.007956))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.9733581 50.0073719, 19.9733614 50.0073604, 19.9733699 50.0073495, 19.9733823 50.007342, 19.9734002 50.0073334, 19.9734116 50.0073298, 19.9734384 50.0073827, 19.9733581 50.0073719))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.9732844 50.0072551, 19.9733421 50.0072889, 19.973348 50.0072816, 19.9733553 50.0072592, 19.9732869 50.007248, 19.9732844 50.0072551))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.9732797 50.0072683, 19.9733353 50.0072994, 19.9733134 50.0073267, 19.9732613 50.0073893, 19.9732453 50.0074304, 19.9732564 50.0074394, 19.9732531 50.0074576, 19.9732427 50.0074738, 19.9732375 50.0075163, 19.9732476 50.0075434, 19.9732424 50.0075564, 19.9732313 50.0075687, 19.9732068 50.0075664, 19.9732298 50.0073891, 19.97324 50.0072712, 19.9732459 50.0072657, 19.9732797 50.0072683))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
